Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y
376.txt,8,3,1.62,4.79,0.1039,13,52,17,32,17,84,26,47,26,0.56,0.55,0.33,0.45,2.27,1.07,52,32,36.1,35.4,0.62,0.64,4.01,5.67,0.89,17.78,0.68,0.64,4.45,1.49,0.15,0.68,0.11,0.02,0.13,84,13,11,13,12,2,2,2,6,6.4615,7,6.4615,1,0.9167,1.0833,0.1538,0.1667,0.9231,0.1667,0.1667,0.1538,0.5,0.4615,1
456.txt,7,2,1.52,4.01,0,12,71,30,46,30,111,43,59,43,0.53,0.73,0.42,0.52,5.76,1.7,71,38,38.6,37.5,0.64,0.73,4.77,6.74,0.91,21.56,0.78,0.62,8.05,2.01,0.22,0.84,0.08,0.02,0.1,111,12,18,15,12,2,2,2,7,9.25,9.25,7.4,1.25,1.5,1.25,0.1333,0.1667,1,0.1667,0.1667,0.1333,0.5833,0.4667,1
290.txt,8,4,1.32,4.03,0.1485,11,67,27,39,27,121,37,59,37,0.49,0.63,0.4,0.55,3.27,1.28,67,37,32.3,29.9,0.55,0.56,4.31,6.09,0.88,16.9,0.66,0.82,7.36,1.92,0.15,0.63,0.07,0,0.07,121,11,13,12,11,1,1,1,14,11,11,10.0833,1.0909,1.1818,1.0909,0.0833,0.0909,1,0.0909,0.0909,0.0833,1.2727,1.1667,1
342.txt,7,2,1.47,4.26,0,8,79,37,52,33,117,44,63,40,0.54,0.63,0.47,0.63,7.58,1.95,79,37,40.2,39.8,0.68,0.78,5.16,7.3,0.92,25.08,0.83,0.84,13.47,2.6,0.25,0.78,0.1,0.02,0.11,113,8,19,13,8,4,3,2,12,14.125,14.125,8.6923,1.625,2.375,1.625,0.3077,0.5,1,0.375,0.25,0.1538,1.5,0.9231,1
317.txt,5,2,1.44,4.56,0,9,41,16,26,16,59,20,34,20,0.58,0.59,0.39,0.62,3.12,1.25,41,34,35.4,35.1,0.69,0.68,3.77,5.34,0.91,19.84,0.76,0.75,4.5,1.5,0.18,0.81,0.06,0.03,0.09,59,9,8,9,9,1,1,1,6,6.5556,6.5556,6.5556,1,0.8889,1,0.1111,0.1111,1,0.1111,0.1111,0.1111,0.6667,0.6667,1
455.txt,6,2,1.51,4.25,0.1268,8,60,23,37,22,79,31,45,30,0.57,0.67,0.38,0.33,1,0.71,60,40,41.2,39.7,0.76,0.8,4.77,6.75,0.94,30.14,0.82,0.78,5.44,1.65,0.16,0.81,0.07,0.04,0.11,79,8,10,10,8,3,2,1,6,9.875,9.875,7.9,1.25,1.25,1.25,0.3,0.375,1,0.25,0.125,0.1,0.75,0.6,1
316.txt,9,4,1.27,4.1,0.0221,9,61,23,43,23,148,39,78,39,0.53,0.5,0.38,0.43,4.35,1.47,61,35,29.1,27.7,0.41,0.63,3.55,5.01,0.82,12.24,0.55,0.61,8.52,2.06,0.18,0.5,0.06,0.01,0.08,148,9,17,13,9,6,1,3,20,16.4444,16.4444,11.3846,1.4444,1.8889,1.4444,0.4615,0.6667,1,0.1111,0.3333,0.2308,2.2222,1.5385,1
434.txt,6,2,1.38,4.17,0.0192,13,68,24,42,24,115,40,62,40,0.54,0.65,0.35,0.6,5.4,1.64,68,35,37,35.3,0.59,0.68,4.48,6.34,0.89,18.61,0.68,0.67,6.67,1.83,0.16,0.65,0.06,0,0.06,115,13,15,15,13,2,1,1,9,8.8462,8.8462,7.6667,1.1538,1.1538,1.1538,0.1333,0.1538,1,0.0769,0.0769,0.0667,0.6923,0.6,1
319.txt,11,3,1.55,4.66,0.13,16,64,20,42,20,113,33,69,33,0.61,0.48,0.31,0.3,2.13,1.03,64,34,35.9,34.3,0.57,0.67,4.26,6.02,0.88,17.07,0.61,0.57,7.35,1.92,0.19,0.61,0.09,0.01,0.1,113,16,18,15,17,1,1,3,11,7.0625,6.6471,7.5333,0.9375,1.0588,0.8824,0.0667,0.0588,1.0625,0.0588,0.1765,0.2,0.6471,0.7333,1
174.txt,14,4,1.5,4.65,0.0245,23,129,61,91,58,225,91,132,86,0.59,0.65,0.47,0.6,15.72,2.8,129,39,39.4,38.7,0.57,0.75,6.08,8.6,0.9,22.9,0.69,0.72,22.35,3.34,0.23,0.68,0.11,0,0.11,221,23,41,33,24,10,9,7,26,9.6087,9.2083,6.697,1.4348,1.7083,1.375,0.303,0.4167,1.0435,0.375,0.2917,0.2121,1.0833,0.7879,1
158.txt,17,3,1.42,4.54,0.0321,18,95,32,65,32,165,59,99,59,0.6,0.6,0.34,0.26,1.57,0.88,95,39,39,35.4,0.58,0.73,5.23,7.4,0.89,20.51,0.66,0.78,14.09,2.65,0.18,0.6,0.06,0.02,0.08,165,18,23,19,18,3,2,7,16,9.1667,9.1667,8.6842,1.0556,1.2778,1.0556,0.1579,0.1667,1,0.1111,0.3889,0.3684,0.8889,0.8421,1
367.txt,9,4,1.45,4.3,0.0241,10,58,21,39,21,92,28,54,28,0.59,0.52,0.36,0.62,6.25,1.77,58,34,35.5,36.1,0.63,0.68,4.28,6.05,0.9,19.25,0.72,0.88,12.25,2.47,0.26,0.69,0.04,0.06,0.09,92,10,12,11,10,1,1,5,6,9.2,9.2,8.3636,1.1,1.2,1.1,0.0909,0.1,1,0.1,0.5,0.4545,0.6,0.5455,1
415.txt,3,3,1.53,4.31,0,4,28,10,17,9,32,11,18,10,0.56,0.56,0.36,0.6,1.8,0.95,28,28,28,28,0.88,0.88,3.5,4.95,0.96,39.07,0.94,0.8,3.2,1.26,0.22,1,0.06,0,0.06,32,4,5,4,5,0,0,1,3,8,6.4,8,1,1,0.8,0,0,1.25,0,0.2,0.25,0.6,0.75,1
35.txt,12,3,1.46,4.51,0.0069,14,95,37,64,36,163,58,102,57,0.63,0.56,0.39,0.41,4.48,1.5,95,33,37.9,38,0.58,0.72,5.26,7.44,0.89,20.87,0.63,0.67,12,2.45,0.18,0.53,0.1,0.03,0.13,163,14,22,17,14,2,1,4,11,11.6429,11.6429,9.5882,1.2143,1.5714,1.2143,0.1176,0.1429,1,0.0714,0.2857,0.2353,0.7857,0.6471,1
83.txt,12,2,1.49,4.48,0.0543,9,64,29,47,28,100,39,61,38,0.61,0.62,0.45,0.63,7.58,1.95,64,34,37.1,38.3,0.64,0.74,4.53,6.4,0.9,20.64,0.77,0.74,10.32,2.27,0.23,0.74,0.1,0.02,0.11,100,9,13,12,9,3,3,2,13,11.1111,11.1111,8.3333,1.3333,1.4444,1.3333,0.25,0.3333,1,0.3333,0.2222,0.1667,1.4444,1.0833,1
498.txt,18,3,1.44,4.44,0.0128,23,111,44,76,41,183,70,105,61,0.57,0.58,0.4,0.26,2.38,1.09,111,37,40.5,39.7,0.61,0.79,5.8,8.21,0.9,23.57,0.72,0.62,12.97,2.55,0.2,0.86,0.12,0,0.12,177,23,32,26,23,3,3,4,18,7.6957,7.6957,6.8077,1.1304,1.3913,1.1304,0.1154,0.1304,1,0.1304,0.1739,0.1538,0.7826,0.6923,1
497.txt,13,2,1.42,4.57,0.042,12,73,28,51,28,130,56,84,56,0.65,0.67,0.38,0.42,5.45,1.65,73,36,37.4,34.8,0.56,0.69,4.53,6.4,0.88,17.83,0.61,0.61,11.65,2.41,0.23,0.57,0.07,0,0.07,130,12,24,17,13,4,3,5,14,10.8333,10,7.6471,1.4167,1.8462,1.3077,0.2353,0.3077,1.0833,0.2308,0.3846,0.2941,1.0769,0.8235,1
129.txt,18,2,1.52,4.52,0,16,99,40,62,36,176,67,105,62,0.6,0.59,0.4,0.5,6.5,1.8,99,28,39.6,38.2,0.56,0.7,5.28,7.46,0.89,20.18,0.59,0.73,13.88,2.63,0.18,0.51,0.05,0.02,0.07,174,16,24,18,16,3,3,3,15,10.875,10.875,9.6667,1.125,1.5,1.125,0.1667,0.1875,1,0.1875,0.1875,0.1667,0.9375,0.8333,1
81.txt,11,3,1.55,4.77,0.1402,14,108,41,70,40,182,71,100,70,0.55,0.7,0.38,0.39,4.65,1.52,108,40,40.8,39.3,0.59,0.77,5.66,8.01,0.9,22.54,0.7,0.58,10.45,2.29,0.18,0.72,0.11,0.04,0.15,182,14,26,26,13,13,9,3,21,13,14,7,1.8571,2,2,0.5,1,0.9286,0.6923,0.2308,0.1154,1.6154,0.8077,1
122.txt,26,3,1.42,4.37,0,29,156,60,106,57,299,95,165,92,0.55,0.56,0.38,0.4,9.6,2.19,156,36,40.2,36.4,0.52,0.74,6.38,9.02,0.89,21.69,0.64,0.63,24.07,3.47,0.23,0.65,0.08,0.02,0.1,297,29,52,40,31,10,10,9,28,10.2414,9.5806,7.425,1.3793,1.6774,1.2903,0.25,0.3226,1.069,0.3226,0.2903,0.225,0.9032,0.7,1
192.txt,22,3,1.41,4.56,0.0207,33,150,75,109,73,271,123,186,121,0.69,0.65,0.5,0.31,4.02,1.42,150,37,41.4,40.7,0.55,0.82,6.44,9.11,0.89,23.04,0.59,0.55,12.6,2.51,0.12,0.61,0.15,0.02,0.17,269,33,40,35,33,3,3,7,30,8.1515,8.1515,7.6857,1.0606,1.2121,1.0606,0.0857,0.0909,1,0.0909,0.2121,0.2,0.9091,0.8571,1
18.txt,8,2,1.67,4.92,0.0086,11,73,28,50,28,123,41,67,41,0.54,0.61,0.38,0.19,0.56,0.53,73,36,35.6,35.2,0.59,0.72,4.65,6.58,0.89,19.28,0.75,0.56,5.06,1.59,0.13,0.76,0.13,0.01,0.15,123,11,15,14,11,3,3,6,14,11.1818,11.1818,8.7857,1.2727,1.3636,1.2727,0.2143,0.2727,1,0.2727,0.5455,0.4286,1.2727,1,1
445.txt,8,2,1.52,4.74,0,14,71,30,48,28,112,44,64,40,0.57,0.62,0.42,0.39,2.72,1.17,71,40,39.8,39.1,0.63,0.78,4.74,6.71,0.9,21.21,0.75,0.67,8,2,0.19,0.74,0.12,0.05,0.17,108,14,20,18,14,1,1,3,8,7.7143,7.7143,6,1.2857,1.4286,1.2857,0.0556,0.0714,1,0.0714,0.2143,0.1667,0.5714,0.4444,1
431.txt,10,3,1.35,4.4,0,15,87,36,60,36,130,53,78,53,0.6,0.68,0.41,0.48,6.76,1.84,87,42,41.9,38.6,0.67,0.8,5.4,7.63,0.92,25.62,0.77,0.79,18.24,3.02,0.29,0.71,0.09,0,0.09,130,15,21,18,13,5,5,3,13,8.6667,10,7.2222,1.2,1.6154,1.3846,0.2778,0.3846,0.8667,0.3846,0.2308,0.1667,1,0.7222,1
227.txt,3,2,1.53,4.47,0,5,34,13,24,13,52,16,30,16,0.58,0.53,0.38,0.33,0.67,0.58,34,32,33.1,32.8,0.65,0.64,3.33,4.71,0.89,15.96,0.8,0.5,1.5,0.87,0.1,0.85,0.13,0,0.13,52,5,7,7,5,2,1,1,4,10.4,10.4,7.4286,1.4,1.4,1.4,0.2857,0.4,1,0.2,0.2,0.1429,0.8,0.5714,1
284.txt,15,4,1.45,4.41,0,24,133,63,88,54,214,99,130,88,0.61,0.68,0.47,0.44,7.11,1.89,133,37,43,38.7,0.62,0.78,6.43,9.09,0.91,26.29,0.68,0.67,16,2.83,0.18,0.61,0.11,0.03,0.14,210,24,38,33,24,9,9,3,18,8.75,8.75,6.3636,1.375,1.5833,1.375,0.2727,0.375,1,0.375,0.125,0.0909,0.75,0.5455,1
287.txt,11,2,1.57,4.67,0.0348,8,89,45,68,42,129,54,78,47,0.6,0.6,0.51,0.8,9.6,2.19,89,39,40.5,40.1,0.69,0.8,5.54,7.84,0.92,27.63,0.87,0.93,13.07,2.56,0.18,0.83,0.17,0.03,0.19,123,8,12,11,8,2,2,3,20,15.375,15.375,11.1818,1.375,1.5,1.375,0.1818,0.25,1,0.25,0.375,0.2727,2.5,1.8182,1
481.txt,11,2,1.34,4.19,0,15,86,26,54,25,133,40,72,39,0.54,0.54,0.3,0.4,4,1.41,86,38,39.6,38.2,0.65,0.76,5.27,7.46,0.91,23.82,0.75,0.88,19.36,3.11,0.31,0.67,0.01,0.04,0.06,133,15,23,20,17,4,4,2,8,8.8667,7.8235,6.65,1.3333,1.3529,1.1765,0.2,0.2353,1.1333,0.2353,0.1176,0.1,0.4706,0.4,1
369.txt,23,2,1.44,4.15,0.0294,33,158,74,120,71,291,109,174,106,0.6,0.61,0.47,0.44,11.76,2.42,158,36,39,38.5,0.54,0.77,6.55,9.26,0.89,22.89,0.69,0.61,23.29,3.41,0.22,0.73,0.05,0.01,0.05,289,33,50,36,33,6,6,6,22,8.7576,8.7576,8.0278,1.0909,1.5152,1.0909,0.1667,0.1818,1,0.1818,0.1818,0.1667,0.6667,0.6111,1
138.txt,13,6,1.39,4.39,0,19,75,29,50,29,151,57,94,57,0.62,0.61,0.39,0.32,2.89,1.2,75,29,33.9,34.3,0.5,0.69,4.32,6.1,0.86,15.62,0.53,0.5,7,1.87,0.15,0.47,0.13,0,0.13,151,19,28,24,19,5,5,2,12,7.9474,7.9474,6.2917,1.2632,1.4737,1.2632,0.2083,0.2632,1,0.2632,0.1053,0.0833,0.6316,0.5,1
132.txt,8,3,1.48,4.68,0.0442,11,88,46,64,42,127,57,77,50,0.61,0.65,0.52,0.58,8.65,2.08,88,41,42.2,40.4,0.69,0.8,5.52,7.81,0.92,27.78,0.83,0.92,22.15,3.33,0.31,0.79,0.08,0.01,0.09,123,11,19,14,11,3,3,7,13,11.1818,11.1818,8.7857,1.2727,1.7273,1.2727,0.2143,0.2727,1,0.2727,0.6364,0.5,1.1818,0.9286,1
396.txt,3,2,1.51,4.85,0.0755,7,45,16,31,16,55,18,33,18,0.6,0.55,0.36,0.33,1,0.71,45,41,41.9,41.5,0.82,0.82,4.29,6.07,0.95,34.75,0.94,0.89,7.11,1.89,0.24,0.95,0.09,0.03,0.12,55,7,9,7,7,1,1,2,4,7.8571,7.8571,7.8571,1,1.2857,1,0.1429,0.1429,1,0.1429,0.2857,0.2857,0.5714,0.5714,1
301.txt,9,3,1.49,4.53,0.0067,19,106,56,76,55,171,74,95,73,0.56,0.77,0.53,0.41,4.48,1.5,106,35,38,36.4,0.62,0.7,5.73,8.11,0.91,24.01,0.8,0.48,6.26,1.77,0.14,0.94,0.05,0,0.05,171,19,24,22,19,3,3,5,15,9,9,7.7727,1.1579,1.2632,1.1579,0.1364,0.1579,1,0.1579,0.2632,0.2273,0.7895,0.6818,1
236.txt,3,3,1.34,4.03,0.1642,7,42,21,31,20,73,28,42,27,0.58,0.64,0.5,0.55,3.27,1.28,42,30,32,29.1,0.58,0.6,3.48,4.92,0.87,14.46,0.74,0.73,5.82,1.71,0.19,0.69,0.1,0.02,0.12,73,7,9,7,8,1,1,1,7,10.4286,9.125,10.4286,1,1.125,0.875,0.1429,0.125,1.1429,0.125,0.125,0.1429,0.875,1,1
238.txt,21,4,1.44,4.69,0.0101,28,132,59,88,56,228,97,130,91,0.57,0.7,0.45,0.29,3.51,1.33,132,42,40.9,41,0.58,0.83,6.18,8.74,0.9,23.42,0.68,0.59,14.05,2.65,0.18,0.69,0.11,0.02,0.12,224,28,41,34,28,7,6,13,23,8,8,6.5882,1.2143,1.4643,1.2143,0.2059,0.25,1,0.2143,0.4643,0.3824,0.8214,0.6765,1
351.txt,12,2,1.62,4.91,0.0342,11,93,47,68,45,125,58,80,56,0.64,0.7,0.51,0.52,5.76,1.7,93,45,43.6,44.2,0.74,0.9,5.88,8.32,0.94,34.24,0.85,0.86,15.43,2.78,0.23,0.8,0.15,0.03,0.17,125,11,18,14,12,2,2,4,13,11.3636,10.4167,8.9286,1.2727,1.5,1.1667,0.1429,0.1667,1.0909,0.1667,0.3333,0.2857,1.0833,0.9286,1
340.txt,6,2,1.51,4.7,0,7,72,32,48,29,96,40,58,37,0.6,0.64,0.44,0.55,3.27,1.28,72,39,41.8,41.5,0.75,0.78,5.2,7.35,0.94,31.45,0.83,0.82,7.36,1.92,0.16,0.81,0.16,0.02,0.17,94,7,10,9,9,0,0,2,9,13.4286,10.4444,10.4444,1.2857,1.1111,1,0,0,1.2857,0,0.2222,0.2222,1,1,1
45.txt,12,2,1.46,4.66,0.1339,10,78,26,53,26,119,43,75,43,0.63,0.57,0.33,0.4,2.4,1.1,78,37,38.1,35.8,0.66,0.74,5.06,7.15,0.91,23.48,0.71,0.73,8.07,2.01,0.15,0.69,0.04,0.03,0.07,119,10,16,10,10,1,1,3,12,11.9,11.9,11.9,1,1.6,1,0.1,0.1,1,0.1,0.3,0.3,1.2,1.2,1
232.txt,28,3,1.38,4.37,0.0187,27,131,55,93,55,289,91,171,91,0.59,0.53,0.42,0.19,1.12,0.75,131,37,35.8,36.8,0.45,0.74,5.45,7.71,0.86,17.62,0.54,0.47,7.03,1.88,0.09,0.52,0.14,0.02,0.16,289,27,39,36,27,8,6,8,40,10.7037,10.7037,8.0278,1.3333,1.4444,1.3333,0.2222,0.2963,1,0.2222,0.2963,0.2222,1.4815,1.1111,1
197.txt,7,2,1.51,4.85,0,11,73,34,54,33,108,45,68,43,0.63,0.63,0.47,0.5,5,1.58,73,34,40.7,37.7,0.68,0.75,4.97,7.02,0.92,24.31,0.79,0.75,11.25,2.37,0.22,0.8,0.09,0,0.09,108,11,22,17,11,6,4,3,11,9.8182,9.8182,6.3529,1.5455,2,1.5455,0.3529,0.5455,1,0.3636,0.2727,0.1765,1,0.6471,1
276.txt,28,5,1.34,4.37,0.0163,33,186,78,137,77,336,123,199,121,0.59,0.61,0.42,0.33,5.67,1.68,186,40,41,39.9,0.55,0.78,7.18,10.15,0.9,24.85,0.69,0.55,15.37,2.77,0.14,0.68,0.16,0.02,0.17,336,33,48,45,35,12,12,7,34,10.1818,9.6,7.4667,1.3636,1.3714,1.2857,0.2667,0.3429,1.0606,0.3429,0.2,0.1556,0.9714,0.7556,1
126.txt,23,3,1.42,4.68,0.0171,25,130,47,88,45,246,78,144,74,0.59,0.51,0.36,0.24,2.69,1.16,130,40,40.8,40.4,0.53,0.79,5.86,8.29,0.88,20.64,0.61,0.62,17.42,2.95,0.19,0.58,0.06,0.03,0.09,246,25,38,32,26,6,6,10,15,9.84,9.4615,7.6875,1.28,1.4615,1.2308,0.1875,0.2308,1.04,0.2308,0.3846,0.3125,0.5769,0.4688,1
426.txt,20,3,1.48,4.49,0.0338,30,151,60,104,60,265,96,154,96,0.58,0.62,0.4,0.35,5.57,1.67,151,39,42.4,37.4,0.57,0.79,6.56,9.28,0.9,24.04,0.68,0.5,11.5,2.4,0.15,0.8,0.06,0.01,0.07,265,30,40,37,29,7,6,4,23,8.8333,9.1379,7.1622,1.2333,1.3793,1.2759,0.1892,0.2414,0.9667,0.2069,0.1379,0.1081,0.7931,0.6216,1
115.txt,8,4,1.45,4.05,0,8,41,14,25,13,68,20,37,19,0.54,0.51,0.34,0.4,1.6,0.89,41,28,33.4,33.4,0.6,0.56,3.52,4.97,0.88,15.28,0.68,0.9,8.1,2.01,0.24,0.6,0.05,0,0.05,68,8,10,10,8,2,2,3,3,8.5,8.5,6.8,1.25,1.25,1.25,0.2,0.25,1,0.25,0.375,0.3,0.375,0.3,1
355.txt,5,2,1.4,4.47,0,9,53,20,36,20,83,33,51,33,0.61,0.65,0.38,0.5,3.5,1.32,53,34,37.7,33.9,0.64,0.68,4.11,5.82,0.9,18.91,0.71,0.64,5.79,1.7,0.18,0.75,0.16,0.02,0.18,83,9,10,8,9,0,0,1,10,9.2222,9.2222,10.375,0.8889,1.1111,0.8889,0,0,1,0,0.1111,0.125,1.1111,1.25,1
75.txt,11,3,1.52,4.37,0.0431,12,86,37,60,35,127,43,76,41,0.6,0.54,0.43,0.67,9.33,2.16,86,36,37.8,35.8,0.68,0.71,5.4,7.63,0.92,26.14,0.79,0.95,19.05,3.09,0.26,0.7,0.09,0,0.09,127,12,16,15,11,4,4,2,17,10.5833,11.5455,8.4667,1.25,1.4545,1.3636,0.2667,0.3636,0.9167,0.3636,0.1818,0.1333,1.5455,1.1333,1
401.txt,16,3,1.4,4.44,0.0293,30,136,53,93,52,261,90,149,88,0.57,0.59,0.39,0.41,7.36,1.92,136,40,37.6,37.7,0.52,0.77,5.95,8.42,0.88,20.63,0.62,0.75,24.75,3.52,0.22,0.58,0.06,0.01,0.07,261,30,43,39,30,10,7,9,20,8.7,8.7,6.6923,1.3,1.4333,1.3,0.2564,0.3333,1,0.2333,0.3,0.2308,0.6667,0.5128,1
162.txt,5,3,1.56,5.03,0.0984,7,47,16,32,16,67,25,42,25,0.63,0.6,0.34,0.4,1.6,0.89,47,32,37.4,34.7,0.7,0.64,4.06,5.74,0.92,21.66,0.76,0.9,8.1,2.01,0.21,0.71,0.1,0,0.1,67,7,13,9,7,2,2,2,5,9.5714,9.5714,7.4444,1.2857,1.8571,1.2857,0.2222,0.2857,1,0.2857,0.2857,0.2222,0.7143,0.5556,1
191.txt,3,2,1.44,4.53,0,5,38,15,26,15,45,16,28,16,0.62,0.57,0.39,0.4,0.8,0.63,38,38,38,38,0.84,0.84,4.01,5.66,0.96,37.22,0.93,1,5,1.58,0.18,0.94,0.14,0,0.14,45,5,8,7,5,2,2,1,5,9,9,6.4286,1.4,1.6,1.4,0.2857,0.4,1,0.4,0.2,0.1429,1,0.7143,1
31.txt,25,3,1.57,4.69,0,22,143,65,99,63,249,104,146,101,0.59,0.69,0.45,0.5,9.5,2.18,143,38,40.8,35.1,0.57,0.72,6.41,9.06,0.9,23.84,0.68,0.71,19.18,3.1,0.18,0.61,0.1,0.02,0.12,249,22,30,28,23,4,4,3,18,11.3182,10.8261,8.8929,1.2727,1.3043,1.2174,0.1429,0.1739,1.0455,0.1739,0.1304,0.1071,0.7826,0.6429,1
4.txt,9,2,1.58,4.68,0,6,64,21,36,19,82,26,44,24,0.54,0.55,0.33,0.45,2.27,1.07,64,41,42.7,42.2,0.78,0.82,5,7.07,0.94,34.03,0.82,0.82,7.36,1.92,0.2,0.86,0.09,0,0.09,80,6,10,9,6,3,3,2,9,13.3333,13.3333,8.8889,1.5,1.6667,1.5,0.3333,0.5,1,0.5,0.3333,0.2222,1.5,1,1
70.txt,13,7,1.5,4.66,0,19,118,41,74,40,255,100,152,99,0.6,0.65,0.35,0.33,3.33,1.29,118,29,36.6,35,0.46,0.67,5.23,7.39,0.86,17.31,0.49,0.63,12.03,2.45,0.12,0.42,0.07,0.01,0.08,255,19,32,24,18,7,6,5,28,13.4211,14.1667,10.625,1.2632,1.7778,1.3333,0.2917,0.3889,0.9474,0.3333,0.2778,0.2083,1.5556,1.1667,1
398.txt,22,4,1.38,4.33,0.0192,27,120,47,78,47,222,82,129,82,0.58,0.64,0.39,0.4,5.6,1.67,120,37,40.7,38.2,0.54,0.76,5.69,8.05,0.89,20.61,0.6,0.63,13.83,2.63,0.17,0.61,0.07,0.02,0.09,222,27,35,35,27,9,9,6,19,8.2222,8.2222,6.3429,1.2963,1.2963,1.2963,0.2571,0.3333,1,0.3333,0.2222,0.1714,0.7037,0.5429,1
361.txt,12,3,1.44,4.45,0.0333,15,86,33,53,26,132,52,75,43,0.57,0.57,0.38,0.33,2.33,1.08,86,39,39.8,42.3,0.65,0.84,5.29,7.49,0.91,24.17,0.71,0.71,10.71,2.31,0.2,0.74,0.12,0,0.12,126,15,22,19,15,4,4,6,17,8.4,8.4,6.6316,1.2667,1.4667,1.2667,0.2105,0.2667,1,0.2667,0.4,0.3158,1.1333,0.8947,1
427.txt,18,3,1.49,4.61,0,27,136,55,102,55,239,81,157,81,0.66,0.52,0.4,0.29,3.18,1.26,136,36,41.6,39.6,0.57,0.79,6.22,8.8,0.9,23.1,0.65,0.58,12.74,2.52,0.14,0.69,0.11,0.01,0.13,239,27,31,28,27,1,1,6,26,8.8519,8.8519,8.5357,1.037,1.1481,1.037,0.0357,0.037,1,0.037,0.2222,0.2143,0.963,0.9286,1
233.txt,20,4,1.39,4.19,0,25,102,38,66,38,198,76,119,76,0.6,0.64,0.37,0.34,4.45,1.49,102,38,38.7,37.9,0.52,0.77,5.13,7.25,0.87,18.31,0.55,0.47,8.53,2.06,0.15,0.56,0.1,0,0.1,198,25,33,29,25,4,4,4,15,7.92,7.92,6.8276,1.16,1.32,1.16,0.1379,0.16,1,0.16,0.16,0.1379,0.6,0.5172,1
341.txt,9,2,1.44,4.35,0.0714,11,65,23,41,23,98,32,50,32,0.51,0.64,0.35,0.36,1.45,0.85,65,33,37.8,36.6,0.66,0.66,4.64,6.57,0.91,22.24,0.82,0.73,5.82,1.71,0.16,0.83,0.06,0.02,0.08,98,11,11,11,12,0,0,2,15,8.9091,8.1667,8.9091,1,0.9167,0.9167,0,0,1.0909,0,0.1667,0.1818,1.25,1.3636,1
113.txt,18,3,1.4,4.32,0,21,141,49,100,49,247,68,149,68,0.6,0.46,0.35,0.43,8.7,2.09,141,35,40.6,40.2,0.57,0.78,6.34,8.97,0.9,23.51,0.67,0.76,26.63,3.65,0.23,0.59,0.1,0.02,0.12,247,21,42,25,21,4,4,10,30,11.7619,11.7619,9.88,1.1905,2,1.1905,0.16,0.1905,1,0.1905,0.4762,0.4,1.4286,1.2,1
417.txt,11,3,1.39,4.4,0,18,99,41,71,40,148,59,95,58,0.64,0.61,0.41,0.32,3.23,1.27,99,42,41.6,40.8,0.67,0.79,5.75,8.14,0.92,26.97,0.75,0.61,11.65,2.41,0.2,0.78,0.11,0.03,0.14,148,18,28,23,18,6,5,5,14,8.2222,8.2222,6.4348,1.2778,1.5556,1.2778,0.2609,0.3333,1,0.2778,0.2778,0.2174,0.7778,0.6087,1
8.txt,9,2,1.36,4.23,0.102,9,68,29,49,28,107,34,62,32,0.58,0.52,0.43,0.5,3.5,1.32,68,33,38.9,36.8,0.64,0.71,4.65,6.57,0.9,20.92,0.79,0.93,12.07,2.46,0.21,0.74,0.06,0.03,0.1,107,9,14,11,9,1,1,2,13,11.8889,11.8889,9.7273,1.2222,1.5556,1.2222,0.0909,0.1111,1,0.1111,0.2222,0.1818,1.4444,1.1818,1
362.txt,23,3,1.5,4.65,0.0916,32,154,59,101,53,315,131,169,111,0.54,0.66,0.38,0.28,4.74,1.54,154,36,40.2,36.4,0.49,0.75,6.14,8.68,0.88,20.08,0.6,0.52,16.79,2.9,0.19,0.59,0.08,0.04,0.11,297,32,52,45,32,9,8,5,24,9.2812,9.2812,6.6,1.4062,1.625,1.4062,0.2,0.2812,1,0.25,0.1562,0.1111,0.75,0.5333,1
114.txt,17,5,1.35,4.06,0.032,22,111,35,72,32,242,75,132,72,0.55,0.55,0.32,0.23,2.52,1.12,111,39,34.8,31,0.46,0.67,5.05,7.14,0.86,16.79,0.55,0.6,17.52,2.96,0.22,0.49,0.06,0.01,0.07,242,22,42,33,23,10,8,3,25,11,10.5217,7.3333,1.5,1.8261,1.4348,0.303,0.4348,1.0455,0.3478,0.1304,0.0909,1.087,0.7576,1
253.txt,23,3,1.38,4.68,0.0094,24,138,65,103,62,237,103,150,100,0.63,0.67,0.47,0.37,5.49,1.66,138,35,39.4,38.4,0.58,0.78,6.34,8.96,0.9,24.01,0.69,0.71,20.51,3.2,0.19,0.63,0.14,0.01,0.15,237,24,34,31,24,8,6,11,19,9.875,9.875,7.6452,1.2917,1.4167,1.2917,0.2581,0.3333,1,0.25,0.4583,0.3548,0.7917,0.6129,1
