TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y
8,2,1.55,4.75,0,12,81,33,59,33,128,41,74,41,0.58,0.55,0.41,0.5,3.5,1.32,81,32,38.7,37.1,0.63,0.72,5.06,7.16,0.91,22.34,0.8,0.86,10.29,2.27,0.16,0.77,0.07,0.01,0.08,128,12,13,12,12,1,1,3,17,10.6667,10.6667,10.6667,1,1.0833,1,0.0833,0.0833,1,0.0833,0.25,0.25,1.4167,1.4167,1
6,2,1.37,3.96,0,8,51,17,30,17,73,20,36,20,0.49,0.56,0.33,0.45,2.27,1.07,51,36,37.9,38.1,0.7,0.72,4.22,5.97,0.92,22.29,0.83,0.82,7.36,1.92,0.25,0.83,0,0.03,0.03,73,8,10,8,9,1,1,3,7,9.125,8.1111,9.125,1,1.1111,0.8889,0.125,0.1111,1.125,0.1111,0.3333,0.375,0.7778,0.875,1
7,2,1.62,4.78,0,9,53,23,33,23,80,31,44,31,0.55,0.7,0.43,0.62,4.92,1.57,53,35,36.8,33.8,0.66,0.7,4.19,5.93,0.91,20.25,0.75,0.92,11.08,2.35,0.27,0.67,0.02,0,0.02,80,9,12,10,9,2,1,4,3,8.8889,8.8889,8,1.1111,1.3333,1.1111,0.2,0.2222,1,0.1111,0.4444,0.4,0.3333,0.3,1
11,3,1.59,5.23,0,11,77,30,51,30,119,51,79,51,0.66,0.65,0.39,0.5,6,1.73,77,40,39.4,39.5,0.65,0.78,4.99,7.06,0.91,22.79,0.65,0.79,15.04,2.74,0.24,0.58,0.04,0.01,0.05,119,11,20,17,11,6,4,2,17,10.8182,10.8182,7,1.5455,1.8182,1.5455,0.3529,0.5455,1,0.3636,0.1818,0.1176,1.5455,1,1
8,3,1.45,4.73,0,8,41,23,31,23,77,33,47,33,0.61,0.7,0.56,0.5,1.5,0.87,41,28,30.5,29,0.53,0.56,3.3,4.67,0.85,13,0.66,0.67,2.67,1.15,0.09,0.65,0.11,0,0.11,77,8,8,8,8,0,0,6,10,9.625,9.625,9.625,1,1,1,0,0,1,0,0.75,0.75,1.25,1.25,1
7,3,1.41,4.43,0,10,43,16,29,15,84,31,50,30,0.6,0.6,0.37,0.3,0.9,0.67,43,30,31.4,29.8,0.51,0.6,3.32,4.69,0.85,12.73,0.58,0.4,1.6,0.89,0.08,0.55,0.16,0.02,0.18,84,10,10,9,9,1,1,3,11,8.4,9.3333,9.3333,0.9,1.1111,1,0.1111,0.1111,0.9,0.1111,0.3333,0.3333,1.2222,1.2222,1
5,5,1.47,4.52,0.0617,8,60,27,39,25,90,37,51,35,0.57,0.69,0.45,0.69,6.23,1.77,60,33,37.3,37.2,0.67,0.66,4.47,6.32,0.91,21.69,0.76,0.77,7.69,1.96,0.2,0.67,0.14,0.08,0.22,88,8,9,9,8,1,1,2,10,11,11,9.7778,1.125,1.125,1.125,0.1111,0.125,1,0.125,0.25,0.2222,1.25,1.1111,1
6,4,1.47,4.5,0,10,43,17,26,16,82,31,47,28,0.57,0.6,0.4,0.27,0.82,0.64,43,28,30.5,28.6,0.52,0.56,3.36,4.75,0.85,13.06,0.55,0.55,3.27,1.28,0.13,0.52,0.09,0,0.09,82,10,10,10,10,0,0,3,6,8.2,8.2,8.2,1,1,1,0,0,1,0,0.3,0.3,0.6,0.6,1
6,2,1.58,5.19,0.051,8,88,40,57,37,110,51,66,45,0.6,0.68,0.45,0.41,2.88,1.2,88,43,44.6,45.8,0.8,0.88,5.93,8.39,0.95,43,0.86,0.94,15.06,2.74,0.24,0.84,0.09,0,0.09,106,8,16,12,8,4,4,3,12,13.25,13.25,8.8333,1.5,2,1.5,0.3333,0.5,1,0.5,0.375,0.25,1.5,1,1
34,2,1.4,4.37,0.011,29,157,78,125,77,289,114,179,110,0.62,0.61,0.5,0.47,11.79,2.43,157,34,41.3,39.3,0.54,0.77,6.53,9.24,0.89,22.85,0.7,0.64,21.81,3.3,0.19,0.71,0.08,0.01,0.09,289,29,42,32,29,2,2,16,25,9.9655,9.9655,9.0312,1.1034,1.4483,1.1034,0.0625,0.069,1,0.069,0.5517,0.5,0.8621,0.7812,1
1,2,2,5.7,0,1,10,5,7,5,10,5,7,5,0.7,0.71,0.5,1,1,0.71,10,10,10,10,1,1,2.24,3.16,1,0,1,1,1,0.71,0.14,1,0,0,0,10,1,1,1,1,0,0,1,1,10,10,10,1,1,1,0,0,1,0,1,1,1,1,1
6,2,1.45,4.59,0,11,59,28,40,27,83,40,54,39,0.65,0.72,0.47,0.56,5.56,1.67,59,38,41,37.5,0.71,0.76,4.58,6.48,0.92,24.85,0.74,0.72,9.39,2.17,0.24,0.71,0.06,0.04,0.09,83,11,16,15,11,4,4,1,10,7.5455,7.5455,5.5333,1.3636,1.4545,1.3636,0.2667,0.3636,1,0.3636,0.0909,0.0667,0.9091,0.6667,1
28,3,1.33,4.14,0.0554,28,141,55,105,54,289,85,170,84,0.59,0.49,0.39,0.41,7.85,1.98,141,35,39.5,38.1,0.49,0.76,5.86,8.29,0.87,19.43,0.62,0.63,18.28,3.02,0.17,0.62,0.15,0.01,0.15,289,28,42,35,28,7,7,9,37,10.3214,10.3214,8.2571,1.25,1.5,1.25,0.2,0.25,1,0.25,0.3214,0.2571,1.3214,1.0571,1
29,3,1.36,4.31,0,30,143,66,99,63,286,119,172,115,0.6,0.67,0.46,0.4,6.88,1.85,143,37,39.6,38.4,0.5,0.76,5.98,8.46,0.88,20.04,0.58,0.64,17.36,2.95,0.16,0.55,0.08,0.01,0.08,284,30,40,38,29,9,7,12,26,9.4667,9.7931,7.4737,1.2667,1.3793,1.3103,0.2368,0.3103,0.9667,0.2414,0.4138,0.3158,0.8966,0.6842,1
7,3,1.36,4.33,0,12,80,34,49,33,121,57,73,55,0.6,0.75,0.42,0.54,7.54,1.94,80,36,39.6,38.3,0.66,0.73,5.14,7.27,0.91,24.14,0.67,0.62,9.85,2.22,0.22,0.66,0.08,0,0.08,121,12,19,19,12,4,3,4,9,10.0833,10.0833,6.3684,1.5833,1.5833,1.5833,0.2105,0.3333,1,0.25,0.3333,0.2105,0.75,0.4737,1
48,5,1.31,3.99,0.014,75,276,113,203,103,781,239,411,216,0.53,0.53,0.41,0.27,10.14,2.25,276,37,40,38.3,0.35,0.76,6.98,9.88,0.84,18.52,0.49,0.5,33.25,4.08,0.16,0.45,0.08,0.02,0.1,773,75,126,99,73,24,21,15,80,10.3067,10.589,7.8081,1.32,1.726,1.3562,0.2424,0.3288,0.9733,0.2877,0.2055,0.1515,1.0959,0.8081,1
8,2,1.58,4.86,0,8,75,41,53,37,97,45,59,41,0.61,0.69,0.55,0.71,8.47,2.06,75,42,41.8,42.4,0.77,0.84,5.38,7.62,0.94,35.33,0.9,1,17,2.92,0.29,0.89,0.08,0,0.08,95,8,14,10,8,2,2,2,13,11.875,11.875,9.5,1.25,1.75,1.25,0.2,0.25,1,0.25,0.25,0.2,1.625,1.3,1
13,2,1.46,4.44,0.034,11,96,35,67,35,157,51,91,51,0.58,0.56,0.36,0.46,5.04,1.59,96,34,40,39.8,0.61,0.77,5.42,7.66,0.9,22.57,0.74,0.75,13.5,2.6,0.2,0.69,0.1,0.04,0.14,157,11,21,18,11,6,5,1,19,14.2727,14.2727,8.7222,1.6364,1.9091,1.6364,0.3333,0.5455,1,0.4545,0.0909,0.0556,1.7273,1.0556,1
6,2,1.33,4.41,0.1857,8,55,21,34,19,75,27,42,24,0.56,0.57,0.38,0.42,2.08,1.02,55,38,40.6,39,0.73,0.76,4.49,6.35,0.93,26.1,0.81,0.75,6.75,1.84,0.21,0.79,0.14,0,0.14,75,8,13,12,8,4,4,1,8,9.375,9.375,6.25,1.5,1.625,1.5,0.3333,0.5,1,0.5,0.125,0.0833,1,0.6667,1
8,3,1.46,4.38,0.0403,18,85,34,52,33,137,56,77,55,0.56,0.71,0.4,0.52,6.26,1.77,85,40,38.4,37.2,0.62,0.77,5.14,7.26,0.9,22.02,0.68,0.65,9.78,2.21,0.19,0.68,0.09,0.03,0.12,137,18,18,19,18,1,1,2,14,7.6111,7.6111,7.2105,1.0556,1,1.0556,0.0526,0.0556,1,0.0556,0.1111,0.1053,0.7778,0.7368,1
3,3,1.77,5.12,0,6,40,18,26,18,52,22,33,22,0.63,0.67,0.45,0.4,2.4,1.1,40,38,38.7,38,0.77,0.76,3.92,5.55,0.93,25.84,0.79,0.6,5.4,1.64,0.27,0.94,0.03,0,0.03,52,6,11,7,6,1,1,1,6,8.6667,8.6667,7.4286,1.1667,1.8333,1.1667,0.1429,0.1667,1,0.1667,0.1667,0.1429,1,0.8571,1
26,3,1.6,4.89,0.0472,30,191,89,138,86,345,146,208,141,0.6,0.68,0.47,0.49,18.75,3.06,191,37,41.4,38.2,0.55,0.78,7.27,10.28,0.9,25.08,0.66,0.78,46.75,4.83,0.29,0.56,0.07,0.02,0.09,345,30,53,42,30,12,11,7,33,11.5,11.5,8.2143,1.4,1.7667,1.4,0.2857,0.4,1,0.3667,0.2333,0.1667,1.1,0.7857,1
5,2,1.64,5.02,0.0755,7,52,25,33,25,64,29,38,29,0.59,0.76,0.48,0.44,1.78,0.94,52,41,41.2,41.1,0.81,0.82,4.6,6.5,0.95,36.18,0.87,0.78,5.44,1.65,0.18,0.88,0.05,0.03,0.08,64,7,7,6,7,0,0,3,5,9.1429,9.1429,10.6667,0.8571,1,0.8571,0,0,1,0,0.4286,0.5,0.7143,0.8333,1
11,2,1.39,4.29,0.0769,14,83,33,59,33,130,46,75,46,0.58,0.61,0.4,0.47,4.26,1.46,83,41,39.7,38.4,0.64,0.83,5.15,7.28,0.91,22.93,0.79,0.74,10.32,2.27,0.19,0.76,0.15,0.03,0.17,130,14,17,13,13,2,1,5,11,9.2857,10,10,0.9286,1.3077,1,0.1538,0.1538,0.9286,0.0769,0.3846,0.3846,0.8462,0.8462,1
16,3,1.47,4.38,0.024,27,131,60,84,54,224,92,128,86,0.57,0.67,0.46,0.44,9.19,2.14,131,38,40.3,38.5,0.58,0.79,6.19,8.75,0.9,23.71,0.66,0.67,21.33,3.27,0.25,0.64,0.07,0.02,0.09,222,27,44,32,27,5,5,5,11,8.2222,8.2222,6.9375,1.1852,1.6296,1.1852,0.1562,0.1852,1,0.1852,0.1852,0.1562,0.4074,0.3438,1
16,3,1.37,4.18,0,18,97,40,64,39,178,67,102,66,0.57,0.65,0.41,0.47,6.53,1.81,97,31,36.2,39.4,0.54,0.72,5.14,7.27,0.88,19.21,0.63,0.6,10.8,2.32,0.18,0.6,0.12,0,0.12,178,18,26,21,18,3,3,4,15,9.8889,9.8889,8.4762,1.1667,1.4444,1.1667,0.1429,0.1667,1,0.1667,0.2222,0.1905,0.8333,0.7143,1
1,2,1.88,5.25,0,2,17,8,12,8,17,8,12,8,0.71,0.67,0.47,0.67,1.33,0.82,17,17,17,17,1,1,2.92,4.12,1,0,1,1,3,1.22,0.25,1,0.08,0,0.08,17,2,3,3,2,1,1,1,3,8.5,8.5,5.6667,1.5,1.5,1.5,0.3333,0.5,1,0.5,0.5,0.3333,1.5,1,1
8,7,1.41,4.38,0,16,94,37,63,37,146,63,92,63,0.63,0.68,0.39,0.41,5.28,1.62,94,36,41.2,36.7,0.64,0.77,5.5,7.78,0.91,24.5,0.68,0.62,12.5,2.5,0.22,0.66,0.08,0.03,0.11,146,16,26,20,16,4,4,4,11,9.125,9.125,7.3,1.25,1.625,1.25,0.2,0.25,1,0.25,0.25,0.2,0.6875,0.55,1
21,3,1.53,4.69,0.0143,27,164,68,119,66,310,130,195,125,0.63,0.64,0.41,0.38,7.55,1.94,164,41,40,40.6,0.53,0.82,6.59,9.31,0.89,22.45,0.61,0.62,20.55,3.21,0.17,0.57,0.12,0.03,0.15,310,27,39,33,27,8,8,8,35,11.4815,11.4815,9.3939,1.2222,1.4444,1.2222,0.2424,0.2963,1,0.2963,0.2963,0.2424,1.2963,1.0606,1
10,2,1.53,4.91,0.0377,12,79,43,59,41,117,54,80,52,0.68,0.65,0.54,0.45,4.55,1.51,79,39,41.5,41.7,0.68,0.81,5.16,7.3,0.92,25.08,0.74,0.73,11.64,2.41,0.2,0.73,0.06,0,0.06,115,12,18,13,12,1,1,4,12,9.5833,9.5833,8.8462,1.0833,1.5,1.0833,0.0769,0.0833,1,0.0833,0.3333,0.3077,1,0.9231,1
22,3,1.39,4.33,0.1379,21,151,76,107,72,266,116,162,108,0.61,0.67,0.5,0.54,11.8,2.43,151,40,39.3,37.9,0.57,0.75,6.55,9.26,0.9,23.91,0.66,0.78,24.98,3.53,0.2,0.6,0.08,0.02,0.1,264,21,33,26,22,5,4,4,26,12.5714,12,10.1538,1.2381,1.5,1.1818,0.1923,0.2273,1.0476,0.1818,0.1818,0.1538,1.1818,1,1
17,2,1.45,4.66,0.0219,22,120,50,83,46,200,76,122,70,0.61,0.57,0.42,0.33,4.33,1.47,120,41,41.5,40,0.6,0.81,6,8.49,0.9,23.87,0.68,0.64,16.03,2.83,0.2,0.69,0.1,0.02,0.11,196,22,32,28,24,3,4,3,18,8.9091,8.1667,7,1.2727,1.3333,1.1667,0.1071,0.125,1.0909,0.1667,0.125,0.1071,0.75,0.6429,1
22,2,1.49,4.44,0.039,24,147,67,108,65,253,97,149,95,0.59,0.64,0.46,0.36,5.36,1.64,147,38,41.1,39.2,0.58,0.78,6.53,9.24,0.9,24.49,0.72,0.6,14.88,2.73,0.17,0.81,0.07,0.01,0.09,251,24,36,31,24,6,6,5,29,10.4583,10.4583,8.0968,1.2917,1.5,1.2917,0.1935,0.25,1,0.25,0.2083,0.1613,1.2083,0.9355,1
12,3,1.39,4.42,0.0435,19,108,43,81,43,177,64,119,64,0.67,0.54,0.4,0.38,4.5,1.5,108,43,40.7,40.9,0.61,0.83,5.74,8.12,0.9,23.55,0.68,0.69,15.12,2.75,0.18,0.65,0.13,0.02,0.14,177,19,26,21,19,2,2,4,20,9.3158,9.3158,8.4286,1.1053,1.3684,1.1053,0.0952,0.1053,1,0.1053,0.2105,0.1905,1.0526,0.9524,1
12,3,1.53,5.03,0,17,84,32,57,31,126,47,81,46,0.64,0.57,0.38,0.42,4.65,1.53,84,43,41.4,42.3,0.67,0.83,5.29,7.48,0.92,25.05,0.7,0.73,13.88,2.63,0.23,0.68,0.05,0.05,0.1,126,17,23,19,17,2,2,2,12,7.4118,7.4118,6.6316,1.1176,1.3529,1.1176,0.1053,0.1176,1,0.1176,0.1176,0.1053,0.7059,0.6316,1
10,2,1.49,4.24,0,11,81,39,57,36,119,54,72,50,0.61,0.69,0.48,0.65,9.78,2.21,81,38,39,37.3,0.68,0.74,5.25,7.43,0.92,25.79,0.79,0.78,14.09,2.65,0.25,0.79,0.07,0.01,0.08,117,11,15,13,11,2,2,5,13,10.6364,10.6364,9,1.1818,1.3636,1.1818,0.1538,0.1818,1,0.1818,0.4545,0.3846,1.1818,1,1
8,2,1.71,5.04,0.0137,10,50,25,37,25,88,41,55,41,0.62,0.75,0.5,0.38,1.92,0.98,50,28,33.1,25.2,0.57,0.56,3.77,5.33,0.87,15.4,0.67,0.54,3.77,1.37,0.13,0.71,0.02,0,0.02,88,10,11,10,9,1,1,1,8,8.8,9.7778,8.8,1,1.2222,1.1111,0.1,0.1111,0.9,0.1111,0.1111,0.1,0.8889,0.8,1
3,2,1.45,4.64,0,5,37,18,24,18,47,22,28,22,0.6,0.79,0.49,0.7,4.9,1.57,37,37,37,37,0.79,0.79,3.82,5.4,0.94,26.91,0.86,0.7,4.9,1.57,0.25,0.93,0.07,0.04,0.11,47,5,8,7,5,2,2,1,4,9.4,9.4,6.7143,1.4,1.6,1.4,0.2857,0.4,1,0.4,0.2,0.1429,0.8,0.5714,1
24,4,1.35,4.6,0,26,122,56,91,56,265,114,168,114,0.63,0.68,0.46,0.18,1.59,0.89,122,37,38.6,38.9,0.46,0.77,5.3,7.49,0.86,17.43,0.54,0.45,10.37,2.28,0.14,0.57,0.1,0.01,0.11,265,26,40,33,26,7,7,11,33,10.1923,10.1923,8.0303,1.2692,1.5385,1.2692,0.2121,0.2692,1,0.2692,0.4231,0.3333,1.2692,1,1
4,2,1.44,4.98,0.0488,5,37,15,23,15,45,19,27,19,0.6,0.7,0.41,0.67,2.67,1.15,37,37,37,37,0.82,0.82,3.9,5.52,0.95,32.15,0.85,1,6,1.73,0.22,0.76,0.15,0,0.15,45,5,6,6,5,1,1,2,5,9,9,7.5,1.2,1.2,1.2,0.1667,0.2,1,0.2,0.4,0.3333,1,0.8333,1
5,2,1.45,4.52,0,8,48,19,30,18,68,24,39,23,0.57,0.59,0.4,0.5,3,1.22,48,35,38.2,35.3,0.71,0.7,4.12,5.82,0.92,22.2,0.77,0.83,8.33,2.04,0.26,0.73,0.1,0.03,0.13,68,8,11,8,8,1,1,2,6,8.5,8.5,8.5,1,1.375,1,0.125,0.125,1,0.125,0.25,0.25,0.75,0.75,1
1,2,1.48,4.15,0,5,27,9,16,9,33,10,19,10,0.58,0.53,0.33,0.25,0.5,0.5,27,27,27,27,0.82,0.82,3.32,4.7,0.94,26.46,0.84,0.62,3.12,1.25,0.26,1,0,0,0,33,5,7,5,5,0,0,1,1,6.6,6.6,6.6,1,1.4,1,0,0,1,0,0.2,0.2,0.2,0.2,1
8,2,1.53,4.63,0,9,63,25,42,25,86,31,54,31,0.63,0.57,0.4,0.62,6.25,1.77,63,35,40.4,38,0.73,0.7,4.8,6.79,0.93,27.69,0.78,0.81,10.56,2.3,0.24,0.7,0.11,0.07,0.19,86,9,15,11,8,4,3,2,11,9.5556,10.75,7.8182,1.2222,1.875,1.375,0.3636,0.5,0.8889,0.375,0.25,0.1818,1.375,1,1
22,4,1.42,4.55,0.0353,19,103,45,78,45,188,65,130,65,0.69,0.5,0.44,0.4,4.8,1.55,103,34,37.9,36.6,0.55,0.75,5.31,7.51,0.89,19.79,0.6,0.73,16.13,2.84,0.17,0.59,0.1,0.01,0.11,188,19,24,21,19,2,2,11,25,9.8947,9.8947,8.9524,1.1053,1.2632,1.1053,0.0952,0.1053,1,0.1053,0.5789,0.5238,1.3158,1.1905,1
2,2,1.39,4.24,0,3,29,7,17,7,35,7,18,7,0.51,0.39,0.24,0.5,1,0.71,29,29,29,29,0.83,0.83,3.47,4.9,0.95,29.19,0.94,1,4,1.41,0.22,0.92,0.11,0,0.11,35,3,4,3,3,1,1,1,4,11.6667,11.6667,11.6667,1,1.3333,1,0.3333,0.3333,1,0.3333,0.3333,0.3333,1.3333,1.3333,1
6,3,1.74,4.91,0.0575,10,68,27,45,27,93,39,58,39,0.62,0.67,0.4,0.38,2.25,1.06,68,41,41,42,0.73,0.82,4.99,7.05,0.93,28.5,0.78,0.69,7.56,1.94,0.19,0.78,0.09,0,0.09,93,10,15,11,10,1,1,4,6,9.3,9.3,8.4545,1.1,1.5,1.1,0.0909,0.1,1,0.1,0.4,0.3636,0.6,0.5455,1
16,3,1.34,4.57,0.0663,25,100,38,63,35,196,66,107,59,0.55,0.55,0.38,0.28,1.96,0.99,100,40,39,36.8,0.51,0.77,5.05,7.14,0.87,17.98,0.59,0.64,10.24,2.26,0.15,0.55,0.07,0.02,0.09,190,25,24,20,22,1,1,5,20,7.6,8.6364,9.5,0.8,1.0909,0.9091,0.05,0.0455,0.88,0.0455,0.2273,0.25,0.9091,1,1
7,2,1.53,4.76,0.0541,9,65,34,52,34,81,38,59,38,0.73,0.64,0.52,0.43,2.57,1.13,65,46,42.5,41.3,0.8,0.92,5.11,7.22,0.95,38.11,0.88,0.86,10.29,2.27,0.2,0.87,0.07,0.03,0.1,81,9,12,9,8,2,1,2,7,9,10.125,9,1,1.5,1.125,0.2222,0.25,0.8889,0.125,0.25,0.2222,0.875,0.7778,1
8,2,1.47,4.31,0,11,58,21,35,21,92,31,47,31,0.51,0.66,0.36,0.56,5.56,1.67,58,32,35,35.4,0.63,0.64,4.28,6.05,0.9,19.25,0.74,0.67,8,2,0.26,0.76,0.06,0.02,0.09,92,11,16,13,11,2,2,1,6,8.3636,8.3636,7.0769,1.1818,1.4545,1.1818,0.1538,0.1818,1,0.1818,0.0909,0.0769,0.5455,0.4615,1
16,6,1.44,4.77,0,25,117,60,82,56,199,100,125,96,0.63,0.77,0.51,0.35,4.24,1.46,117,35,39.7,38.8,0.59,0.75,5.86,8.29,0.9,22.91,0.66,0.68,15.56,2.79,0.18,0.59,0.1,0.02,0.11,197,25,35,29,27,2,3,4,19,7.88,7.2963,6.7931,1.16,1.2963,1.0741,0.069,0.0741,1.08,0.1111,0.1481,0.1379,0.7037,0.6552,1
21,4,1.33,4.18,0.0184,33,185,76,130,71,361,138,208,130,0.58,0.62,0.41,0.38,8.34,2.04,185,35,40.2,38,0.51,0.73,6.88,9.74,0.89,22.53,0.62,0.66,24.9,3.53,0.18,0.63,0.1,0.03,0.12,361,33,52,42,33,11,10,5,43,10.9394,10.9394,8.5952,1.2727,1.5758,1.2727,0.2619,0.3333,1,0.303,0.1515,0.119,1.303,1.0238,1
4,3,1.39,4.57,0,10,69,31,50,31,97,38,59,38,0.61,0.64,0.45,0.57,7.35,1.92,69,40,40.3,40.4,0.71,0.8,4.95,7.01,0.93,26.68,0.85,0.83,15.7,2.8,0.32,0.84,0.08,0,0.08,97,10,18,13,10,4,3,2,5,9.7,9.7,7.4615,1.3,1.8,1.3,0.3077,0.4,1,0.3,0.2,0.1538,0.5,0.3846,1
8,3,1.41,4.58,0,10,51,19,33,18,89,28,56,26,0.63,0.46,0.37,0.42,2.08,1.02,51,35,34.1,30,0.57,0.7,3.82,5.41,0.88,15.71,0.59,0.5,3,1.22,0.11,0.58,0.07,0.02,0.09,89,10,9,8,9,0,0,1,11,8.9,9.8889,11.125,0.8,1,0.8889,0,0,0.9,0,0.1111,0.125,1.2222,1.375,1
4,2,1.8,5.08,0.0625,9,45,22,33,21,70,33,44,32,0.63,0.73,0.49,0.4,1.6,0.89,45,36,34.8,30.1,0.64,0.72,3.8,5.38,0.9,17.74,0.75,0.8,6.4,1.79,0.18,0.72,0.05,0,0.05,70,9,9,8,9,0,0,4,7,7.7778,7.7778,8.75,0.8889,1,0.8889,0,0,1,0,0.4444,0.5,0.7778,0.875,1
11,2,1.42,4.5,0.0841,10,72,34,50,33,115,49,67,48,0.58,0.72,0.47,0.61,8.52,2.06,72,36,38,33.9,0.63,0.69,4.75,6.71,0.9,20.88,0.75,0.7,11.13,2.36,0.24,0.72,0.1,0.01,0.12,115,10,14,13,10,3,3,2,15,11.5,11.5,8.8462,1.3,1.4,1.3,0.2308,0.3,1,0.3,0.2,0.1538,1.5,1.1538,1
12,3,1.51,4.65,0.0147,18,105,54,73,52,161,75,98,72,0.61,0.73,0.51,0.64,10.24,2.26,105,41,39.7,40.8,0.65,0.79,5.85,8.28,0.92,26.23,0.74,0.72,12.96,2.55,0.18,0.74,0.12,0,0.12,160,18,21,18,17,1,1,3,15,8.8889,9.4118,8.8889,1,1.2353,1.0588,0.0556,0.0588,0.9444,0.0588,0.1765,0.1667,0.8824,0.8333,1
23,4,1.27,4.14,0.0086,27,120,49,90,48,256,90,158,88,0.62,0.56,0.41,0.31,4.02,1.42,120,36,37.2,36.2,0.47,0.73,5.3,7.5,0.86,17.62,0.57,0.62,16.1,2.84,0.16,0.51,0.09,0.03,0.12,256,27,38,31,27,4,4,4,20,9.4815,9.4815,8.2581,1.1481,1.4074,1.1481,0.129,0.1481,1,0.1481,0.1481,0.129,0.7407,0.6452,1
21,3,1.36,4.17,0.0144,26,141,57,97,56,241,77,139,75,0.58,0.54,0.4,0.49,11.76,2.42,141,40,43.7,40.7,0.59,0.81,6.42,9.08,0.9,24.37,0.7,0.71,25,3.54,0.25,0.72,0.06,0.01,0.07,241,26,38,28,25,5,5,9,23,9.2692,9.64,8.6071,1.0769,1.52,1.12,0.1786,0.2,0.9615,0.2,0.36,0.3214,0.92,0.8214,1
12,2,1.66,4.81,0.0189,9,77,38,53,37,115,54,73,53,0.63,0.73,0.49,0.88,13.24,2.57,77,41,40,39.1,0.67,0.79,5.08,7.18,0.92,24.38,0.73,0.88,13.24,2.57,0.21,0.66,0.04,0.03,0.07,115,9,15,12,9,4,3,3,11,12.7778,12.7778,9.5833,1.3333,1.6667,1.3333,0.3333,0.4444,1,0.3333,0.3333,0.25,1.2222,0.9167,1
9,2,1.68,4.9,0.046,9,64,24,44,24,96,36,58,36,0.6,0.62,0.38,0.47,3.76,1.37,64,37,38.4,38.4,0.67,0.74,4.62,6.53,0.91,22.31,0.76,0.65,7.12,1.89,0.19,0.82,0.05,0,0.05,96,9,14,12,9,2,2,3,10,10.6667,10.6667,8,1.3333,1.5556,1.3333,0.1667,0.2222,1,0.2222,0.3333,0.25,1.1111,0.8333,1
1,2,2,5.7,0,1,10,5,7,5,10,5,7,5,0.7,0.71,0.5,1,1,0.71,10,10,10,10,1,1,2.24,3.16,1,0,1,1,1,0.71,0.14,1,0,0,0,10,1,1,1,1,0,0,1,1,10,10,10,1,1,1,0,0,1,0,1,1,1,1,1
9,2,1.42,4.41,0.0227,9,63,23,40,23,99,31,55,31,0.56,0.56,0.37,0.5,3.5,1.32,63,32,38.3,37.3,0.64,0.64,4.48,6.33,0.9,20.29,0.73,0.86,10.29,2.27,0.22,0.71,0.04,0.02,0.05,99,9,11,10,9,1,1,1,10,11,11,9.9,1.1111,1.2222,1.1111,0.1,0.1111,1,0.1111,0.1111,0.1,1.1111,1,1
13,3,1.41,4.39,0.0069,14,99,39,73,39,155,58,105,58,0.68,0.55,0.39,0.39,5.12,1.6,99,37,40.2,41.5,0.64,0.79,5.62,7.95,0.91,24.64,0.7,0.7,16.03,2.83,0.22,0.68,0.09,0.01,0.1,155,14,29,21,14,4,4,4,12,11.0714,11.0714,7.381,1.5,2.0714,1.5,0.1905,0.2857,1,0.2857,0.2857,0.1905,0.8571,0.5714,1
6,3,1.36,4.22,0,12,83,25,49,23,125,32,61,30,0.49,0.49,0.3,0.42,4.17,1.44,83,39,40.5,38.8,0.66,0.8,5.25,7.42,0.92,24.73,0.8,0.92,20.17,3.18,0.36,0.71,0.1,0.02,0.11,123,12,27,20,12,9,6,3,11,10.25,10.25,6.15,1.6667,2.25,1.6667,0.45,0.75,1,0.5,0.25,0.15,0.9167,0.55,1
22,4,1.62,5.04,0.0138,21,132,70,103,70,236,111,156,111,0.66,0.71,0.53,0.43,6.92,1.86,132,41,39.8,39.5,0.56,0.79,6.08,8.59,0.89,22.31,0.66,0.62,14.3,2.67,0.15,0.7,0.12,0.01,0.12,236,21,31,25,21,5,4,9,33,11.2381,11.2381,9.44,1.1905,1.4762,1.1905,0.2,0.2381,1,0.1905,0.4286,0.36,1.5714,1.32,1
14,3,1.55,4.89,0,16,88,38,59,37,173,61,97,57,0.56,0.59,0.43,0.32,2.23,1.06,88,35,39.2,37.5,0.51,0.73,4.73,6.69,0.87,17.06,0.61,0.59,7.68,1.96,0.13,0.62,0.05,0,0.05,173,16,26,20,16,4,3,3,18,10.8125,10.8125,8.65,1.25,1.625,1.25,0.2,0.25,1,0.1875,0.1875,0.15,1.125,0.9,1
