 numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
1.53,4.56,0.0107,0.55,0.59,7.44,10.52,0.91,27.05,0.76,0.67,18.67,3.06,0.16,0.76,0.16,0.03,0.2,2
1.34,4.25,0,0.54,0.53,6.65,9.41,0.89,22.51,0.65,0.7,27.16,3.69,0.23,0.58,0.05,0.02,0.08,2
1.62,4.88,0,0.55,0.66,5.16,7.3,0.91,24.08,0.76,0.91,18.18,3.02,0.29,0.67,0.01,0.03,0.04,2
1.59,4.84,0,0.59,0.65,5.68,8.03,0.91,25.57,0.78,0.7,14.7,2.71,0.23,0.82,0.04,0,0.04,2
1.55,4.54,0.0886,0.54,0.64,7.49,10.59,0.92,30.73,0.8,0.78,24.02,3.47,0.21,0.77,0.16,0.04,0.2,2
1.58,4.72,0.0692,0.56,0.66,5.58,7.89,0.92,25.86,0.86,0.85,14.45,2.69,0.22,0.83,0.11,0.03,0.14,2
1.56,4.9,0,0.67,0.63,5.8,8.2,0.91,25.03,0.71,0.69,15.12,2.75,0.2,0.69,0.1,0.01,0.11,2
1.48,4.63,0.0224,0.59,0.7,5.99,8.47,0.93,29.92,0.78,0.71,14.29,2.67,0.23,0.79,0.11,0.02,0.14,2
1.33,4.13,0.042,0.56,0.67,5.64,7.97,0.92,26.54,0.76,0.86,16.41,2.86,0.24,0.65,0.14,0.04,0.17,2
1.51,4.54,0.0185,0.57,0.53,6.45,9.12,0.89,22.04,0.63,0.65,19.57,3.13,0.17,0.6,0.06,0.01,0.08,2
1.56,4.73,0.0556,0.59,0.54,6.31,8.92,0.89,22.11,0.65,0.69,24.92,3.53,0.22,0.56,0.08,0.05,0.13,2
1.59,4.85,0.0581,0.64,0.76,5.37,7.6,0.94,33.56,0.86,0.95,17.05,2.92,0.28,0.79,0.11,0,0.11,2
1.43,4.5,0.0024,0.6,0.51,7.67,10.84,0.89,24.06,0.62,0.66,25.78,3.59,0.14,0.58,0.09,0.03,0.12,2
1.38,4.57,0.0495,0.57,0.65,4.92,6.96,0.91,22.5,0.67,0.67,8,2,0.18,0.68,0.08,0.03,0.11,2
1.5,4.56,0.0556,0.63,0.55,6.55,9.27,0.89,23.06,0.67,0.7,28.07,3.75,0.22,0.64,0.09,0.01,0.1,2
1.52,4.53,0.0288,0.59,0.51,5.88,8.32,0.88,19.98,0.55,0.51,10.76,2.32,0.13,0.53,0.08,0.02,0.09,2
1.48,4.76,0,0.58,0.61,4.74,6.7,0.9,20.05,0.58,0.61,6.72,1.83,0.15,0.47,0.11,0.04,0.15,2
1.47,4.62,0.0339,0.58,0.66,6.57,9.29,0.92,29.47,0.73,0.71,16.94,2.91,0.21,0.74,0.07,0.03,0.1,2
1.57,4.59,0,0.57,0.72,5.2,7.35,0.93,28.66,0.88,0.8,9.6,2.19,0.2,0.92,0.05,0.03,0.08,2
1.59,4.9,0.0345,0.63,0.62,6.06,8.57,0.91,24.87,0.71,0.76,18.94,3.08,0.21,0.69,0.1,0,0.1,2
1.46,4.54,0.0286,0.66,0.89,3.71,5.24,0.97,45.23,0.87,0.89,7.11,1.89,0.35,0.85,0.04,0,0.04,2
1.42,4.43,0,0.56,0.51,6.28,8.88,0.88,20.99,0.61,0.62,20.55,3.21,0.19,0.57,0.09,0.02,0.12,2
1.47,4.51,0.0338,0.53,0.59,6.84,9.68,0.91,25.71,0.72,0.76,24.38,3.49,0.22,0.66,0.08,0.01,0.1,2
1.65,4.96,0,0.65,0.87,4.52,6.4,0.97,49.77,0.97,1,6,1.73,0.17,1,0.09,0,0.09,2
1.57,4.5,0,0.58,0.73,4.56,6.45,0.93,26.28,0.82,0.8,6.4,1.79,0.18,0.8,0.09,0.02,0.11,2
1.58,4.82,0,0.61,0.59,5.52,7.81,0.9,22.05,0.66,0.79,15.04,2.74,0.18,0.6,0.08,0.02,0.09,2
1.46,4.53,0,0.54,0.61,6.86,9.7,0.91,26.96,0.73,0.81,24.32,3.49,0.22,0.67,0.09,0.04,0.13,2
1.39,4.38,0.1061,0.58,0.8,4.95,7,0.95,37.05,0.86,1,12,2.45,0.27,0.84,0.09,0.02,0.11,2
1.54,4.88,0.0258,0.59,0.6,6.77,9.58,0.91,26.27,0.7,0.75,29.25,3.82,0.26,0.65,0.05,0.03,0.07,2
1.58,4.64,0,0.62,0.68,4.94,6.99,0.92,24.42,0.79,0.8,12.8,2.53,0.24,0.76,0.06,0,0.06,2
1.56,4.7,0.1111,0.65,0.67,4.64,6.57,0.91,22.8,0.76,0.54,3.77,1.37,0.11,0.77,0.16,0,0.16,2
1.54,5,0.0417,0.58,0.92,3.33,4.71,0.98,57.6,0.93,0.8,3.2,1.26,0.27,1,0.07,0,0.07,2
1.65,5.25,0.0093,0.62,0.68,5.29,7.49,0.92,26.14,0.8,0.76,12.19,2.47,0.21,0.83,0.03,0,0.03,2
1.53,4.62,0,0.58,0.54,7.08,10.01,0.9,24.22,0.63,0.56,16.17,2.84,0.15,0.67,0.09,0.02,0.11,2
1.59,4.69,0.0089,0.61,0.74,5.9,8.34,0.94,33.87,0.87,0.84,13.47,2.6,0.21,0.86,0.12,0,0.12,2
1.64,4.85,0.0125,0.57,0.54,7.35,10.39,0.9,24.74,0.69,0.62,21.88,3.31,0.17,0.69,0.09,0.02,0.1,2
1.7,5.13,0,0.61,0.7,4.2,5.93,0.92,22.5,0.79,0.89,7.11,1.89,0.19,0.71,0.14,0,0.14,2
1.58,4.68,0.0268,0.58,0.68,6.06,8.56,0.92,28.85,0.79,0.77,15.38,2.77,0.22,0.79,0.12,0.01,0.13,2
1.5,4.63,0.0367,0.57,0.71,5.53,7.82,0.93,29.25,0.78,0.81,10.56,2.3,0.19,0.76,0.07,0.04,0.12,2
1.44,4.57,0.0446,0.56,0.65,6.77,9.57,0.92,28.86,0.74,0.76,21.19,3.25,0.23,0.68,0.08,0.04,0.12,2
1.48,4.65,0.0247,0.58,0.67,4.55,6.43,0.91,22.01,0.74,0.83,12.5,2.5,0.28,0.66,0.04,0.04,0.07,2
1.46,4.41,0,0.61,0.63,6.03,8.52,0.91,25.62,0.74,0.62,11.17,2.36,0.16,0.79,0.09,0.01,0.1,2
1.56,4.7,0,0.58,0.75,4.43,6.26,0.93,27.53,0.88,0.91,9.09,2.13,0.25,0.88,0.07,0.03,0.1,2
1.32,4.22,0.0051,0.57,0.62,6.52,9.22,0.91,26.26,0.73,0.71,20.51,3.2,0.23,0.74,0.09,0.02,0.1,2
1.45,4.81,0.0246,0.66,0.5,6.17,8.73,0.88,20.55,0.55,0.59,22.56,3.36,0.19,0.5,0.06,0.01,0.07,2
1.42,4.23,0.0237,0.57,0.54,6.49,9.18,0.89,22.78,0.66,0.69,24.92,3.53,0.22,0.62,0.06,0.01,0.07,2
1.54,4.74,0,0.56,0.7,3.92,5.54,0.91,20.77,0.83,0.75,4.5,1.5,0.17,0.92,0.06,0,0.06,2
1.6,4.82,0,0.58,0.69,4.97,7.03,0.92,24.93,0.79,0.73,8.07,2.01,0.18,0.77,0.15,0.02,0.16,2
1.29,4.3,0.0906,0.53,0.51,6.43,9.1,0.88,21.35,0.63,0.64,19.15,3.09,0.18,0.58,0.12,0.01,0.13,2
1.7,4.98,0,0.67,0.67,5.4,7.63,0.92,25.62,0.7,0.69,6.23,1.77,0.1,0.65,0.13,0,0.13,2
1.45,4.6,0.0293,0.53,0.63,6.73,9.52,0.91,27.64,0.79,0.88,31.61,3.98,0.3,0.73,0.1,0.02,0.12,2
1.48,4.76,0.0602,0.53,0.74,4.95,7,0.93,29.27,0.83,1,15,2.74,0.32,0.69,0.11,0.02,0.13,2
1.6,4.75,0.0299,0.57,0.6,5.73,8.1,0.9,23.14,0.73,0.82,18.89,3.07,0.22,0.68,0.08,0.01,0.09,2
1.72,5.01,0.0526,0.61,0.77,4.97,7.02,0.94,32.62,0.88,1,13,2.55,0.25,0.82,0.1,0,0.1,2
1.46,4.13,0.0221,0.57,0.68,5.89,8.33,0.92,28.27,0.73,0.65,8.45,2.06,0.15,0.69,0.16,0.02,0.19,2
1.55,4.64,0.0401,0.58,0.53,6.6,9.33,0.89,22.54,0.64,0.56,16.67,2.89,0.17,0.65,0.09,0.01,0.11,2
1.47,4.46,0,0.59,0.69,5.79,8.2,0.92,28.31,0.77,0.81,16.96,2.91,0.25,0.74,0.07,0.01,0.08,2
1.43,4.42,0,0.53,0.57,7.23,10.23,0.9,25.56,0.74,0.81,31.69,3.98,0.22,0.67,0.1,0.01,0.11,2
1.65,4.96,0,0.65,0.87,4.52,6.4,0.97,49.77,0.97,1,6,1.73,0.17,1,0.09,0,0.09,2
1.45,4.64,0,0.63,0.68,3.83,5.42,0.91,19.52,0.72,0.75,6.75,1.84,0.23,0.71,0.07,0,0.07,2
1.51,4.8,0,0.58,0.79,3.88,5.48,0.94,27.86,0.93,1,7,1.87,0.25,0.9,0.04,0,0.04,2
1.48,4.48,0.1105,0.58,0.58,5.7,8.06,0.9,22.1,0.69,0.77,17.63,2.97,0.21,0.62,0.11,0.04,0.14,2
1.51,4.41,0,0.59,0.64,5.46,7.73,0.91,23.89,0.76,0.82,18.89,3.07,0.26,0.7,0.09,0.01,0.1,2
1.51,4.59,0.1059,0.59,0.55,6.57,9.29,0.9,23.35,0.64,0.74,20.63,3.21,0.17,0.6,0.1,0.02,0.12,2
1.83,5.39,0.1852,0.55,0.77,4.31,6.1,0.94,28.9,0.85,0.86,5.14,1.6,0.18,0.83,0.09,0,0.09,2
1.46,4.67,0.0103,0.57,0.62,6.5,9.19,0.91,26.47,0.74,0.69,20.02,3.16,0.23,0.73,0.08,0.02,0.1,2
1.48,4.74,0.034,0.62,0.57,6.48,9.16,0.9,24.05,0.63,0.69,26.25,3.62,0.24,0.63,0.06,0.02,0.08,2
1.67,4.91,0.119,0.58,0.66,5.52,7.8,0.92,25.62,0.8,0.91,18.18,3.02,0.25,0.73,0.09,0,0.09,2
1.51,4.76,0.0362,0.59,0.7,6.08,8.6,0.93,30.41,0.78,0.76,19.88,3.15,0.29,0.79,0.12,0.02,0.15,2
1.57,4.76,0.0598,0.59,0.53,6.1,8.62,0.89,21.44,0.64,0.7,21.84,3.3,0.2,0.58,0.1,0.04,0.14,2
1.41,4.46,0.0075,0.57,0.57,6.99,9.89,0.9,25.26,0.64,0.73,26.84,3.66,0.22,0.59,0.04,0.02,0.05,2
1.38,4.3,0.0076,0.57,0.64,5.38,7.61,0.91,23.67,0.74,0.86,20.57,3.21,0.3,0.62,0.09,0.01,0.1,2
1.42,4.57,0.0795,0.57,0.63,5.68,8.04,0.91,24.57,0.74,0.76,19.88,3.15,0.29,0.67,0.09,0.02,0.11,2
1.57,4.66,0.0385,0.61,0.59,4.46,6.31,0.89,18.37,0.66,0.67,5.33,1.63,0.11,0.63,0.07,0.01,0.08,2
1.59,4.9,0,0.62,0.7,6.04,8.55,0.93,30.74,0.75,0.78,16.33,2.86,0.23,0.75,0.11,0.01,0.12,2
1.48,4.69,0.0114,0.59,0.71,4.89,6.91,0.93,26.48,0.8,0.83,8.33,2.04,0.18,0.76,0.11,0,0.11,2
1.57,4.78,0.0683,0.59,0.56,7.25,10.25,0.9,25.13,0.68,0.8,27.84,3.73,0.18,0.66,0.08,0.02,0.1,2
1.43,4.32,0.0291,0.56,0.52,6.86,9.7,0.89,22.87,0.63,0.65,22.23,3.33,0.18,0.67,0.09,0.03,0.11,2
1.45,4.63,0.0449,0.47,0.61,5.81,8.22,0.91,24,0.86,0.91,18.18,3.02,0.24,0.81,0.11,0,0.11,2
1.46,4.48,0.0779,0.59,0.49,6.38,9.02,0.88,20.56,0.58,0.61,20.17,3.18,0.16,0.56,0.08,0.03,0.11,2
1.49,4.43,0.0265,0.63,0.64,5.82,8.23,0.91,25.3,0.72,0.7,16.03,2.83,0.22,0.69,0.09,0.02,0.11,2
1.48,4.39,0,0.59,0.62,4.68,6.61,0.9,20.57,0.7,0.68,8.89,2.11,0.2,0.69,0.08,0.08,0.15,2
1.46,4.37,0,0.55,0.55,5.23,7.4,0.89,19.73,0.59,0.68,19.12,3.09,0.28,0.49,0.02,0.02,0.04,2
1.34,4.39,0.0511,0.57,0.7,6.28,8.88,0.93,31.85,0.81,0.79,18.24,3.02,0.25,0.84,0.11,0.04,0.15,2
1.55,4.51,0.0411,0.55,0.57,5.35,7.56,0.89,20.7,0.72,0.67,9.33,2.16,0.14,0.74,0.05,0,0.05,2
1.51,4.64,0.0319,0.57,0.52,5.31,7.51,0.88,18.98,0.64,0.64,14.69,2.71,0.19,0.64,0.07,0.01,0.08,2
1.53,4.5,0.0621,0.56,0.59,5.7,8.07,0.9,22.58,0.74,0.72,12.96,2.55,0.17,0.71,0.1,0.02,0.11,2
1.54,4.57,0.1111,0.53,0.77,4.87,6.89,0.94,31.37,0.88,1,8,2,0.19,0.83,0.14,0,0.14,2
1.48,4.61,0.0077,0.59,0.65,5.5,7.78,0.91,24.86,0.75,0.95,20.05,3.17,0.25,0.68,0.15,0.01,0.16,2
1.69,4.89,0.04,0.61,0.68,5.1,7.21,0.92,25.43,0.76,0.82,11.53,2.4,0.21,0.73,0.12,0.01,0.13,2
1.53,4.69,0.02,0.58,0.56,7.15,10.11,0.9,25.16,0.67,0.68,28.45,3.77,0.22,0.66,0.1,0.02,0.12,2
1.39,4.37,0.0415,0.52,0.55,6.34,8.97,0.89,22.68,0.71,0.78,24.02,3.47,0.22,0.65,0.09,0.04,0.12,2
1.47,4.44,0,0.58,0.58,4.8,6.79,0.89,19.14,0.7,0.83,16.67,2.89,0.25,0.6,0.1,0.01,0.11,2
1.57,4.71,0.04,0.62,0.73,4.8,6.79,0.93,27.69,0.77,0.85,9.31,2.16,0.21,0.71,0.09,0.06,0.15,2
1.65,4.98,0.0382,0.54,0.7,6.06,8.57,0.93,30.57,0.81,0.8,12.8,2.53,0.2,0.81,0.07,0.01,0.09,2
1.55,4.92,0,0.58,0.73,5.14,7.27,0.93,29.61,0.84,0.82,7.36,1.92,0.16,0.84,0.14,0,0.14,2
1.47,4.38,0,0.54,0.65,5.93,8.38,0.92,26.4,0.79,0.82,22.09,3.32,0.3,0.73,0.09,0,0.09,2
1.52,4.6,0.1524,0.58,0.58,5.51,7.8,0.9,21.7,0.7,0.63,13.83,2.63,0.21,0.68,0.11,0.04,0.14,2
1.55,4.77,0.0244,0.52,0.67,5.64,7.97,0.92,26.54,0.85,0.88,12.25,2.47,0.19,0.83,0.08,0,0.08,2
1.47,4.63,0.0083,0.55,0.54,6.33,8.96,0.89,22.32,0.7,0.69,16.46,2.87,0.16,0.67,0.07,0.03,0.1,2
1.55,4.48,0.0534,0.57,0.66,5.48,7.75,0.92,25.32,0.82,0.81,21.12,3.25,0.33,0.79,0.11,0,0.11,2
1.58,4.6,0.1282,0.63,0.85,5.71,8.07,0.96,52.9,0.89,0.79,8.64,2.08,0.19,0.91,0.09,0.05,0.14,2
1.62,5.01,0.0083,0.61,0.66,5.44,7.69,0.92,25.46,0.73,0.88,18.38,3.03,0.26,0.67,0.09,0.02,0.11,2
1.6,4.51,0.0576,0.59,0.59,5.23,7.4,0.9,21,0.68,0.67,12,2.45,0.19,0.66,0.12,0.03,0.15,2
1.4,4.21,0.1111,0.52,0.65,5.42,7.66,0.91,24.29,0.8,0.75,13.5,2.6,0.24,0.82,0.07,0,0.07,2
1.47,4.43,0,0.59,0.7,6.04,8.55,0.93,30.74,0.78,0.85,19.59,3.13,0.26,0.76,0.09,0.01,0.1,2
1.54,4.56,0.0206,0.56,0.53,7.28,10.3,0.89,23.98,0.65,0.67,27.56,3.71,0.19,0.63,0.09,0.02,0.12,2
1.51,4.8,0.0376,0.59,0.71,5.92,8.37,0.93,30.61,0.83,0.84,17.64,2.97,0.26,0.76,0.13,0.06,0.2,2
1.51,4.66,0,0.62,0.67,6.11,8.64,0.92,28.56,0.77,0.81,17.93,2.99,0.22,0.75,0.08,0.06,0.14,2
1.4,4.23,0.018,0.49,0.63,4.84,6.84,0.9,21.5,0.79,0.72,9.39,2.17,0.23,0.79,0.09,0.02,0.11,2
1.57,5.06,0,0.61,0.68,5.91,8.35,0.92,28.17,0.75,0.76,16.69,2.89,0.24,0.75,0.11,0.02,0.13,2
1.45,4.51,0.0062,0.56,0.65,6.04,8.54,0.92,26.82,0.86,0.86,21.55,3.28,0.26,0.85,0.06,0.02,0.08,2
1.48,4.61,0,0.54,0.59,4.41,6.24,0.89,18.28,0.67,0.87,11.27,2.37,0.22,0.61,0.05,0.02,0.07,2
1.61,4.79,0.1895,0.58,0.5,3.55,5.03,0.85,13.27,0.6,0.47,4.26,1.46,0.15,0.61,0.12,0,0.12,2
1.52,4.87,0.0079,0.53,0.67,5.58,7.89,0.92,26.31,0.77,0.84,17.64,2.97,0.28,0.72,0.07,0.03,0.09,2
1.52,4.67,0.0259,0.56,0.58,6.73,9.52,0.9,25.21,0.72,0.78,24.98,3.53,0.21,0.71,0.12,0.01,0.13,2
1.41,4.68,0.045,0.56,0.76,5.97,8.44,0.94,36.43,0.84,0.8,12.8,2.53,0.23,0.82,0.14,0,0.14,2
1.4,4.34,0.0449,0.58,0.59,5.94,8.4,0.9,23.15,0.71,0.75,18,3,0.2,0.67,0.08,0.03,0.11,2
1.56,4.81,0.0985,0.66,0.74,6.44,9.11,0.94,36.59,0.8,0.81,17.93,2.99,0.22,0.75,0.11,0.01,0.12,2
1.61,4.74,0,0.52,0.65,5.42,7.66,0.91,24.29,0.76,0.64,8.91,2.11,0.19,0.82,0.09,0,0.09,2
1.53,4.6,0.0129,0.54,0.5,6.56,9.27,0.88,21.28,0.62,0.67,24.89,3.53,0.2,0.58,0.05,0.02,0.06,2
1.5,4.41,0.0407,0.55,0.72,6.02,8.51,0.93,32.74,0.86,0.85,19.59,3.13,0.3,0.83,0.11,0,0.11,2
1.42,4.23,0.0365,0.59,0.66,5.7,8.06,0.92,26.31,0.77,0.63,10.7,2.31,0.19,0.81,0.1,0.05,0.15,2
1.66,5.11,0.0745,0.38,0.51,4.5,6.37,0.87,16.51,0.78,0.75,9,2.12,0.2,0.78,0.03,0,0.03,2
1.53,4.72,0.0063,0.51,0.54,7.24,10.25,0.89,24.23,0.68,0.72,25.92,3.6,0.19,0.63,0.08,0.02,0.09,2
1.44,4.6,0,0.56,0.69,4.55,6.43,0.92,23.31,0.78,0.83,12.5,2.5,0.31,0.7,0.08,0,0.08,2
1.62,4.8,0.049,0.54,0.72,5.47,7.74,0.93,29.99,0.85,1,17,2.92,0.27,0.77,0.06,0.03,0.1,2
1.57,4.68,0.0105,0.56,0.69,4.99,7.06,0.92,25.48,0.83,0.71,7.14,1.89,0.17,0.85,0.17,0.02,0.19,2
1.61,4.79,0.016,0.59,0.55,6.35,8.98,0.89,22.61,0.68,0.76,25.69,3.58,0.22,0.6,0.09,0.04,0.13,2
1.49,4.4,0.0287,0.57,0.62,6.22,8.79,0.91,25.73,0.73,0.66,16.45,2.87,0.22,0.71,0.09,0.03,0.11,2
1.75,4.98,0.0094,0.62,0.63,4.91,6.94,0.9,21.79,0.72,0.85,14.45,2.69,0.23,0.75,0.11,0.01,0.12,2
1.55,4.59,0.0108,0.57,0.55,6.91,9.78,0.9,24.19,0.65,0.57,15.51,2.78,0.15,0.64,0.08,0.02,0.11,2
1.52,4.73,0.0712,0.62,0.52,6.72,9.51,0.89,22.41,0.64,0.53,13.8,2.63,0.12,0.7,0.08,0,0.09,2
1.41,4.3,0,0.6,0.64,5.84,8.26,0.91,25.27,0.74,0.78,16.33,2.86,0.21,0.68,0.12,0.03,0.15,2
1.47,4.5,0.0658,0.58,0.52,6.93,9.8,0.89,23.06,0.64,0.75,33.75,4.11,0.22,0.58,0.06,0.02,0.09,2
1.65,4.88,0,0.64,0.65,5.1,7.21,0.91,23.38,0.72,0.68,8.89,2.11,0.16,0.81,0.08,0.03,0.1,2
1.56,4.73,0,0.58,0.69,4.11,5.82,0.91,21.28,0.8,0.67,4,1.41,0.15,0.83,0.05,0.02,0.07,2
1.57,4.64,0.0258,0.59,0.53,6.61,9.34,0.89,22.63,0.66,0.65,20.02,3.16,0.17,0.74,0.08,0.03,0.1,2
1.5,4.7,0.0432,0.63,0.58,5.44,7.7,0.89,21.15,0.61,0.67,14.67,2.71,0.19,0.56,0.05,0.03,0.08,2
1.46,4.5,0.06,0.58,0.7,5.26,7.43,0.92,27.12,0.8,0.81,10.56,2.3,0.2,0.76,0.12,0.02,0.14,2
1.45,4.2,0.0331,0.53,0.58,4.83,6.83,0.89,19.54,0.68,0.62,9.38,2.17,0.21,0.67,0.08,0.01,0.1,2
1.35,4.2,0.0412,0.57,0.55,5.46,7.73,0.89,20.21,0.65,0.61,13.92,2.64,0.2,0.67,0.1,0.01,0.11,2
1.45,4.28,0.1355,0.56,0.51,6.34,8.97,0.88,21.1,0.62,0.65,18.23,3.02,0.16,0.56,0.1,0.03,0.12,2
1.59,4.69,0,0.54,0.66,5.25,7.42,0.92,24.73,0.82,0.86,15.43,2.78,0.26,0.78,0.09,0.04,0.13,2
1.39,4.33,0.0459,0.6,0.61,6.35,8.99,0.91,25.29,0.73,0.71,20.51,3.2,0.22,0.7,0.12,0.04,0.16,2
1.48,4.42,0.0367,0.5,0.74,5.72,8.09,0.94,32.52,0.85,0.79,11.84,2.43,0.25,0.86,0.1,0.02,0.11,2
1.49,4.3,0,0.6,0.66,4.74,6.7,0.91,22.47,0.74,0.73,8.07,2.01,0.18,0.72,0.06,0.05,0.11,2
1.37,4.35,0,0.56,0.62,5.83,8.24,0.91,24.47,0.73,0.72,15.21,2.76,0.21,0.73,0.03,0.02,0.05,2
1.38,4.37,0.028,0.57,0.51,6.27,8.86,0.88,20.92,0.59,0.65,25.35,3.56,0.22,0.55,0.06,0.02,0.08,2
1.52,4.61,0.0173,0.57,0.51,6.44,9.11,0.88,21.42,0.6,0.76,26.63,3.65,0.19,0.51,0.07,0.02,0.09,2
1.53,4.78,0.0549,0.6,0.68,4.67,6.6,0.92,23.32,0.75,0.69,7.56,1.94,0.2,0.76,0.09,0.02,0.11,2
1.54,4.55,0.0131,0.53,0.56,6.37,9.01,0.9,23.12,0.72,0.76,21.19,3.25,0.21,0.67,0.1,0.01,0.1,2
1.41,4.18,0.0568,0.53,0.52,7.4,10.46,0.89,24.09,0.69,0.56,23.03,3.39,0.19,0.75,0.09,0.01,0.1,2
1.44,4.44,0,0.55,0.57,3.65,5.16,0.87,14.91,0.72,0.88,6.12,1.75,0.15,0.67,0.11,0,0.11,2
1.61,4.78,0,0.59,0.66,6.45,9.12,0.92,29.18,0.75,0.75,11.25,2.37,0.14,0.71,0.12,0.02,0.14,2
1.42,4.62,0.0556,0.58,0.51,6.97,9.85,0.89,22.54,0.62,0.57,21.55,3.28,0.17,0.61,0.07,0.04,0.11,2
1.42,4.46,0.019,0.59,0.58,6.97,9.86,0.9,25.69,0.72,0.76,28.88,3.8,0.22,0.67,0.08,0.03,0.11,2
1.44,4.39,0.0211,0.58,0.58,7.28,10.29,0.91,26.34,0.7,0.73,26.84,3.66,0.2,0.63,0.11,0.01,0.12,2
1.54,4.78,0.0034,0.58,0.52,6.71,9.49,0.89,22.33,0.57,0.6,21.6,3.29,0.19,0.57,0.08,0.02,0.09,2
1.47,4.76,0.1116,0.58,0.47,5.11,7.23,0.86,17.12,0.52,0.56,13.4,2.59,0.17,0.47,0.07,0.01,0.08,2
1.47,4.46,0.0443,0.56,0.59,5.4,7.64,0.9,21.56,0.73,0.71,14.29,2.67,0.21,0.71,0.1,0,0.1,2
1.63,4.88,0,0.69,0.62,4.49,6.34,0.9,19.61,0.65,0.65,7.12,1.89,0.15,0.63,0.07,0.03,0.1,2
1.47,4.56,0.0256,0.54,0.7,5.93,8.39,0.93,30.42,0.82,0.66,12.45,2.49,0.25,0.91,0.01,0.01,0.03,2
1.59,4.91,0.0397,0.56,0.59,7.36,10.4,0.91,27.38,0.76,0.8,32,4,0.23,0.72,0.09,0.02,0.1,2
1.6,4.59,0.062,0.58,0.65,5.46,7.72,0.91,24.57,0.73,0.83,16.67,2.89,0.24,0.67,0.08,0.04,0.12,2
1.51,4.51,0,0.61,0.65,4.62,6.53,0.91,21.34,0.74,0.92,10.08,2.25,0.18,0.69,0.11,0,0.11,2
1.65,5.04,0.0561,0.59,0.63,6.95,9.84,0.92,28.54,0.73,0.81,28.49,3.77,0.24,0.66,0.08,0.03,0.11,2
1.47,4.7,0.0278,0.56,0.69,6.22,8.8,0.93,30.46,0.8,0.78,19.53,3.12,0.27,0.82,0.07,0.02,0.09,2
1.47,4.37,0.0603,0.56,0.64,7.11,10.05,0.92,29.76,0.77,0.75,24.75,3.52,0.24,0.76,0.14,0.03,0.17,2
1.59,5,0.0496,0.6,0.52,6.61,9.35,0.89,22.18,0.6,0.62,24.62,3.51,0.21,0.59,0.08,0.01,0.09,2
1.46,4.49,0.0032,0.57,0.49,6.47,9.15,0.88,20.95,0.62,0.63,23.2,3.41,0.19,0.56,0.1,0.02,0.12,2
1.39,4.4,0.0891,0.51,0.56,4.04,5.71,0.88,16.24,0.75,0.86,10.29,2.27,0.23,0.74,0.11,0,0.11,2
1.45,4.4,0.0224,0.62,0.65,5.54,7.83,0.91,25.15,0.75,0.84,17.64,2.97,0.24,0.67,0.13,0,0.13,2
1.59,4.68,0.0492,0.6,0.61,7.32,10.35,0.91,28.12,0.77,0.74,25.13,3.54,0.2,0.78,0.09,0.02,0.11,2
1.49,4.47,0.017,0.52,0.63,6.18,8.74,0.91,25.75,0.72,0.74,18.38,3.03,0.25,0.66,0.08,0.01,0.09,2
1.53,4.59,0.0143,0.59,0.54,6.78,9.58,0.89,23.46,0.64,0.7,25.83,3.59,0.2,0.56,0.08,0.03,0.11,2
1.49,4.46,0.0268,0.55,0.68,5.54,7.83,0.92,27.04,0.81,0.83,15.7,2.8,0.26,0.79,0.07,0.03,0.1,2
1.52,4.49,0.0057,0.62,0.58,5.74,8.11,0.9,22.3,0.65,0.66,16.45,2.87,0.21,0.6,0.11,0.02,0.12,2
1.79,5.12,0.0617,0.55,0.66,4.71,6.67,0.91,22.54,0.73,0.58,4.08,1.43,0.12,0.77,0.07,0,0.07,2
1.49,4.5,0.0067,0.59,0.73,6.54,9.25,0.94,35.74,0.85,0.84,21.81,3.3,0.28,0.85,0.13,0.02,0.15,2
1.43,4.74,0.1633,0.62,0.62,4.53,6.41,0.9,19.93,0.68,0.82,11.53,2.4,0.21,0.61,0.08,0.02,0.09,2
1.58,4.57,0.0222,0.56,0.57,7,9.91,0.9,25.06,0.66,0.65,20.9,3.23,0.19,0.61,0.15,0.01,0.16,2
1.52,4.58,0.1237,0.65,0.67,5.08,7.18,0.92,24.38,0.75,0.73,11.64,2.41,0.21,0.72,0.12,0.01,0.13,2
1.54,4.57,0.03,0.61,0.53,6.92,9.79,0.89,23.24,0.64,0.64,21.81,3.3,0.16,0.62,0.09,0.02,0.11,2
1.52,4.48,0.005,0.55,0.52,5.56,7.87,0.88,19.74,0.63,0.8,19.2,3.1,0.2,0.53,0.08,0.02,0.11,2
1.5,4.61,0,0.58,0.65,5.62,7.95,0.91,25.33,0.8,0.68,11.56,2.4,0.2,0.83,0.08,0.01,0.09,2
1.59,4.7,0.0603,0.58,0.65,5.29,7.49,0.91,24.17,0.78,0.75,9,2.12,0.16,0.82,0.17,0,0.17,2
1.51,4.65,0,0.55,0.76,4.89,6.92,0.94,30.76,0.85,0.93,12.07,2.46,0.28,0.78,0.11,0,0.11,2
1.47,4.33,0.0184,0.55,0.69,6.55,9.27,0.93,31.31,0.8,0.87,22.53,3.36,0.26,0.75,0.07,0.04,0.11,2
1.51,4.66,0.0248,0.64,0.62,5.15,7.29,0.9,22.3,0.68,0.76,12.19,2.47,0.18,0.6,0.07,0.02,0.09,2
