W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen, numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
135,11,19,17,11,3,3,4,11,12.2727,12.2727,7.9412,1.5455,1.7273,1.5455,0.1765,0.2727,1,0.2727,0.3636,0.2353,1,0.6471,3.55,1.73,1,2.1,1.68,1,1.49,4.53,0,0.56,0.64,5.23,7.4,0.91,23.17,0.74,0.75,11.25,2.37,0.2,0.71,0.05,0,0.05,1
46,6,7,6,5,0,0,1,7,7.6667,9.2,7.6667,1,1.4,1.2,0,0,0.8333,0,0.2,0.1667,1.4,1.1667,2.33,1.17,0.5,1.64,1.14,1,1.5,4.39,0,0.63,0.76,3.65,5.16,0.93,23.29,0.79,0.67,2.67,1.15,0.14,0.86,0.07,0,0.07,1
217,26,34,29,25,7,6,7,22,8.3462,8.68,7.4828,1.1154,1.36,1.16,0.2414,0.28,0.9615,0.24,0.28,0.2414,0.88,0.7586,2.92,1.16,1,1.74,1.38,1,1.55,4.84,0.0148,0.58,0.54,5.69,8.04,0.89,20.68,0.61,0.63,15.16,2.75,0.19,0.56,0.12,0.02,0.14,1
318,31,37,37,31,3,3,6,33,10.2581,10.2581,8.5946,1.1935,1.1935,1.1935,0.0811,0.0968,1,0.0968,0.1935,0.1622,1.0645,0.8919,3.45,1.29,1.1,1.93,1.3,1,1.42,4.55,0.0495,0.56,0.48,6.07,8.58,0.87,19.56,0.55,0.6,14.88,2.73,0.14,0.52,0.08,0.02,0.1,1
97,13,13,13,13,0,0,2,9,7.4615,7.4615,7.4615,1,1,1,0,0,1,0,0.1538,0.1538,0.6923,0.6923,2.25,1.08,0.58,1.59,1.08,1,1.44,4.55,0,0.55,0.62,4.68,6.62,0.9,20.28,0.86,0.6,7.2,1.9,0.19,0.97,0.22,0,0.22,1
75,6,11,9,6,3,2,4,10,12.5,12.5,8.3333,1.5,1.8333,1.5,0.3333,0.5,1,0.3333,0.6667,0.4444,1.6667,1.1111,4.17,2,1,1.52,1.25,1,1.49,4.52,0.0746,0.61,0.79,4.82,6.81,0.94,33.74,0.85,1,12,2.45,0.26,0.76,0.09,0.02,0.11,1
37,4,7,5,3,1,1,1,3,9.25,12.3333,7.4,1.25,2.3333,1.6667,0.2,0.3333,0.75,0.3333,0.3333,0.2,1,0.6,2.75,1.75,0.25,2.09,1.43,1,1.74,5.11,0,0.62,0.89,3.84,5.43,0.97,49.49,0.91,1,5,1.58,0.22,0.88,0.09,0,0.09,1
60,5,9,7,5,2,2,2,10,12,12,8.5714,1.4,1.8,1.4,0.2857,0.4,1,0.4,0.4,0.2857,2,1.4286,3.8,1.6,0.6,2,1.5,1,1.71,4.98,0.1273,0.6,0.83,4.56,6.45,0.96,39.93,0.94,0.89,7.11,1.89,0.22,0.95,0.19,0,0.19,1
274,35,42,37,33,4,3,5,28,7.8286,8.303,7.4054,1.0571,1.2727,1.1212,0.1081,0.1212,0.9429,0.0909,0.1515,0.1351,0.8485,0.7568,2.84,1.11,0.78,1.83,1.39,1,1.64,4.79,0.0039,0.66,0.42,4.94,6.98,0.85,15.83,0.48,0.31,5.02,1.58,0.09,0.5,0.07,0.01,0.08,1
113,9,16,11,8,3,3,2,6,12.5556,14.125,10.2727,1.2222,2,1.375,0.2727,0.375,0.8889,0.375,0.25,0.1818,0.75,0.5455,3.33,1.44,1.22,2.57,1.77,1,1.35,4.3,0,0.58,0.58,4.32,6.11,0.88,17.55,0.65,0.5,4,1.41,0.12,0.68,0.03,0.02,0.05,1
78,13,12,13,13,0,0,1,4,6,6,6,1,0.9231,1,0,0,1,0,0.0769,0.0769,0.3077,0.3077,2.23,0.92,0.77,1.55,1.25,1,1.38,4.2,0.0563,0.53,0.67,4.16,5.89,0.91,20.33,0.78,0.69,6.23,1.77,0.22,0.79,0.07,0.02,0.1,1
137,16,21,19,16,3,3,3,7,8.5625,8.5625,7.2105,1.1875,1.3125,1.1875,0.1579,0.1875,1,0.1875,0.1875,0.1579,0.4375,0.3684,2.33,1.06,0.89,1.86,1.42,1,1.39,4.24,0,0.54,0.65,5.38,7.6,0.91,24.37,0.8,0.82,14.73,2.71,0.24,0.74,0.08,0.04,0.12,1
52,6,8,7,6,1,1,3,6,8.6667,8.6667,7.4286,1.1667,1.3333,1.1667,0.1429,0.1667,1,0.1667,0.5,0.4286,1,0.8571,2.5,1.33,0.83,1.8,1.13,1,1.44,4.42,0,0.62,0.79,4.02,5.69,0.94,28.53,0.94,0.86,5.14,1.6,0.19,1,0.16,0,0.16,1
206,23,30,25,22,3,3,12,14,8.9565,9.3636,8.24,1.087,1.3636,1.1364,0.12,0.1364,0.9565,0.1364,0.5455,0.48,0.6364,0.56,2.43,1.35,0.57,1.7,1.48,1,1.5,4.45,0,0.59,0.54,5.47,7.73,0.88,19.94,0.66,0.62,12.5,2.5,0.16,0.63,0.1,0,0.1,1
78,7,8,6,6,1,1,2,11,11.1429,13,13,0.8571,1.3333,1,0.1667,0.1667,0.8571,0.1667,0.3333,0.3333,1.8333,1.8333,3.29,1.29,1,2.3,1.11,1,1.44,4.51,0,0.58,0.55,3.44,4.87,0.86,13.84,0.62,0.62,3.12,1.25,0.11,0.64,0.07,0,0.07,1
90,7,13,9,7,2,1,4,10,12.8571,12.8571,10,1.2857,1.8571,1.2857,0.2222,0.2857,1,0.1429,0.5714,0.4444,1.4286,1.1111,4,1.43,1.71,2.04,1.7,1,1.49,4.7,0.1205,0.62,0.69,4.62,6.54,0.92,23.6,0.84,0.86,10.29,2.27,0.21,0.82,0.04,0,0.04,1
144,11,19,13,11,0,0,3,9,13.0909,13.0909,11.0769,1.1818,1.7273,1.1818,0,0,1,0,0.2727,0.2308,0.8182,0.6923,4.73,2.18,1.27,1.9,1.63,1,1.45,4.48,0.0448,0.57,0.59,5.11,7.23,0.9,20.86,0.67,0.77,13.14,2.56,0.2,0.67,0.01,0.01,0.02,1
195,21,30,25,21,3,3,3,15,9.2857,9.2857,7.8,1.1905,1.4286,1.1905,0.12,0.1429,1,0.1429,0.1429,0.12,0.7143,0.6,3.65,1.6,0.85,1.86,1.44,1,1.61,4.58,0.0581,0.59,0.59,5.86,8.29,0.9,22.91,0.65,0.59,11.76,2.43,0.17,0.75,0.06,0.02,0.08,1
121,18,21,18,19,2,2,2,6,6.7222,6.3684,6.7222,1,1.1053,0.9474,0.1111,0.1053,1.0556,0.1053,0.1053,0.1111,0.3158,0.3333,2.17,1.17,0.56,1.82,1.57,1,1.31,4.31,0,0.53,0.55,4.31,6.09,0.88,16.9,0.69,0.81,10.56,2.3,0.2,0.61,0.11,0.09,0.2,1
274,37,44,40,37,4,3,6,31,7.4054,7.4054,6.85,1.0811,1.1892,1.0811,0.1,0.1081,1,0.0811,0.1622,0.15,0.8378,0.775,2.64,1.25,0.75,1.84,1.4,1,1.35,4.03,0,0.61,0.46,5.38,7.61,0.86,17.61,0.57,0.29,4.33,1.47,0.09,0.64,0.14,0.01,0.16,1
344,40,62,50,37,14,13,5,34,8.6,9.2973,6.88,1.25,1.6757,1.3514,0.28,0.3784,0.925,0.3514,0.1351,0.1,0.9189,0.68,3.18,1.53,0.76,1.54,1.71,1,1.36,4.42,0.0163,0.58,0.51,6.73,9.52,0.89,22.15,0.55,0.62,27.27,3.69,0.22,0.46,0.07,0.01,0.07,1
70,7,8,8,7,1,1,3,6,10,10,8.75,1.1429,1.1429,1.1429,0.125,0.1429,1,0.1429,0.4286,0.375,0.8571,0.75,3.29,1.43,1.29,2,1.2,1,1.58,4.69,0.0746,0.57,0.79,4.65,6.57,0.94,32.5,0.88,1,8,2,0.2,0.85,0.1,0.03,0.12,1
132,14,18,14,14,0,0,3,15,9.4286,9.4286,9.4286,1,1.2857,1,0,0,1,0,0.2143,0.2143,1.0714,1.0714,3.07,1.07,1.29,1.77,1.87,1,1.41,4.23,0.0085,0.59,0.52,4.25,6.01,0.87,15.96,0.59,0.65,7.12,1.89,0.14,0.6,0.05,0,0.05,1
290,23,35,31,23,8,7,5,33,12.6087,12.6087,9.3548,1.3478,1.5217,1.3478,0.2581,0.3478,1,0.3043,0.2174,0.1613,1.4348,1.0645,4.22,1.39,1.57,1.91,1.41,1,1.45,4.42,0,0.59,0.56,6.74,9.54,0.9,24.01,0.7,0.62,15.62,2.8,0.14,0.73,0.09,0,0.09,1
79,7,9,8,8,0,0,2,6,11.2857,9.875,9.875,1.1429,1.125,1,0,0,1.1429,0,0.25,0.25,0.75,0.75,3,1.29,0.57,2.19,1.11,1,1.55,4.64,0.0781,0.58,0.62,3.9,5.51,0.89,17.36,0.74,0.62,3.12,1.25,0.11,0.73,0.11,0,0.11,1
284,37,41,38,37,3,3,3,39,7.6757,7.6757,7.4737,1.027,1.1081,1.027,0.0789,0.0811,1,0.0811,0.0811,0.0789,1.0541,1.0263,2.92,1.08,1,1.73,1.28,1,1.43,4.44,0.0152,0.62,0.53,6.29,8.9,0.89,21.71,0.65,0.62,17.42,2.95,0.16,0.66,0.1,0.01,0.1,1
261,23,31,27,18,7,5,4,27,11.3478,14.5,9.6667,1.1739,1.7222,1.5,0.2593,0.3889,0.7826,0.2778,0.2222,0.1481,1.5,1,4.78,1.61,1.56,2.22,1.69,1,1.45,4.35,0,0.61,0.54,6.17,8.73,0.89,21.84,0.58,0.63,15.16,2.75,0.15,0.52,0.09,0.02,0.11,1
127,15,20,17,15,3,3,1,9,8.4667,8.4667,7.4706,1.1333,1.3333,1.1333,0.1765,0.2,1,0.2,0.0667,0.0588,0.6,0.5294,3.33,1.6,0.87,1.54,1.21,1,1.43,4.45,0.0328,0.54,0.65,5.15,7.28,0.91,23.3,0.76,0.79,18.24,3.02,0.34,0.71,0.06,0.01,0.07,1
133,12,15,11,11,0,0,4,15,11.0833,12.0909,12.0909,0.9167,1.3636,1,0,0,0.9167,0,0.3636,0.3636,1.3636,1.3636,3.25,1.17,1.5,2.13,1.43,1.06,1.37,4.29,0.087,0.56,0.6,4.91,6.94,0.9,20.43,0.77,0.89,14.22,2.67,0.22,0.7,0.07,0.01,0.08,1
158,14,26,21,14,8,8,1,15,11.2857,11.2857,7.5238,1.5,1.8571,1.5,0.381,0.5714,1,0.5714,0.0714,0.0476,1.0714,0.7143,3.79,1.79,1.14,1.58,1.68,1,1.3,4.11,0.0201,0.51,0.59,5.23,7.4,0.9,21,0.7,0.72,15.21,2.76,0.26,0.64,0.1,0.04,0.14,1
214,23,30,27,23,4,4,5,21,9.3043,9.3043,7.9259,1.1739,1.3043,1.1739,0.1481,0.1739,1,0.1739,0.2174,0.1852,0.913,0.7778,3.3,1.22,1.22,1.86,1.43,1,1.5,4.44,0.0153,0.59,0.55,5.7,8.07,0.89,21.01,0.68,0.67,14.67,2.71,0.17,0.66,0.07,0.02,0.09,1
205,20,32,28,20,8,7,3,19,10.25,10.25,7.3214,1.4,1.6,1.4,0.2857,0.4,1,0.35,0.15,0.1071,0.95,0.6786,3.45,1.7,0.85,1.67,1.32,1,1.28,4.16,0.0368,0.61,0.48,4.84,6.84,0.86,16.67,0.53,0.47,7.03,1.88,0.12,0.55,0.13,0.01,0.14,1
243,29,38,34,28,5,3,2,17,8.3793,8.6786,7.1471,1.1724,1.3571,1.2143,0.1471,0.1786,0.9655,0.1071,0.0714,0.0588,0.6071,0.5,2.93,1.38,0.66,1.84,1.38,1,1.51,4.67,0.0431,0.59,0.51,5.67,8.02,0.88,19.71,0.58,0.57,16,2.83,0.19,0.57,0.04,0.01,0.06,1
103,9,13,10,9,0,0,4,9,11.4444,11.4444,10.3,1.1111,1.4444,1.1111,0,0,1,0,0.4444,0.4,1,0.9,3.33,1.33,1.22,2.27,1.67,1,1.51,4.13,0.0309,0.6,0.64,4.72,6.67,0.91,21.61,0.77,0.75,11.25,2.37,0.23,0.74,0.06,0.03,0.09,1
75,7,12,10,7,3,3,2,7,10.7143,10.7143,7.5,1.4286,1.7143,1.4286,0.3,0.4286,1,0.4286,0.2857,0.2,1,0.7,3.57,1.43,0.86,1.68,1.4,1,1.49,4.52,0,0.63,0.69,4.25,6,0.92,22.1,0.77,0.69,7.56,1.94,0.23,0.79,0.06,0,0.06,1
274,32,46,38,31,7,7,6,18,8.5625,8.8387,7.2105,1.1875,1.4839,1.2258,0.1842,0.2258,0.9688,0.2258,0.1935,0.1579,0.5806,0.4737,3,1.35,0.61,1.8,1.57,1,1.3,4.12,0.0079,0.59,0.51,5.97,8.44,0.88,20.29,0.6,0.62,17.42,2.95,0.17,0.56,0.04,0.02,0.06,1
94,7,16,12,6,5,3,4,11,13.4286,15.6667,7.8333,1.7143,2.6667,2,0.4167,0.8333,0.8571,0.5,0.6667,0.3333,1.8333,0.9167,4.71,2.43,1.14,1.76,1.47,1,1.59,4.96,0.0556,0.56,0.74,5.12,7.25,0.93,29.99,0.81,0.83,12.5,2.5,0.28,0.76,0.11,0.02,0.13,1
265,23,37,31,23,8,4,8,35,11.5217,11.5217,8.5484,1.3478,1.6087,1.3478,0.2581,0.3478,1,0.1739,0.3478,0.2581,1.5217,1.129,4.09,1.74,1.43,2.14,1.25,1,1.63,4.83,0.0041,0.62,0.48,5.52,7.8,0.87,18.38,0.56,0.45,9.38,2.17,0.13,0.6,0.1,0,0.1,1
131,16,17,17,14,3,1,3,10,8.1875,9.3571,7.7059,1.0625,1.2143,1.2143,0.1765,0.2143,0.875,0.0714,0.2143,0.1765,0.7143,0.5882,2.94,1.25,0.88,1.85,1.4,1,1.45,4.37,0,0.56,0.63,5.13,7.25,0.91,22.62,0.77,0.86,15.43,2.78,0.24,0.73,0.11,0.03,0.14,1
74,9,11,9,9,2,2,1,6,8.2222,8.2222,8.2222,1,1.2222,1,0.2222,0.2222,1,0.2222,0.1111,0.1111,0.6667,0.6667,2.78,1.33,1.33,1.92,1.17,1,1.57,4.56,0,0.62,0.5,3.04,4.3,0.84,11.61,0.61,0.42,2.08,1.02,0.11,0.65,0.04,0.02,0.07,1
265,26,40,33,26,7,7,11,33,10.1923,10.1923,8.0303,1.2692,1.5385,1.2692,0.2121,0.2692,1,0.2692,0.4231,0.3333,1.2692,1,3.46,1.73,1.08,1.79,1.36,1,1.35,4.6,0,0.63,0.46,5.3,7.49,0.86,17.43,0.54,0.45,10.37,2.28,0.14,0.57,0.1,0.01,0.11,1
109,11,17,15,11,4,4,2,9,9.9091,9.9091,7.2667,1.3636,1.5455,1.3636,0.2667,0.3636,1,0.3636,0.1818,0.1333,0.8182,0.6,4.1,1.8,1.2,1.63,1.83,1,1.41,4.48,0,0.58,0.67,4.94,6.99,0.91,23.84,0.73,0.64,8.91,2.11,0.22,0.75,0.11,0.02,0.13,1
224,27,34,27,26,1,1,10,21,8.2963,8.6154,8.2963,1,1.3077,1.0385,0.037,0.0385,0.963,0.0385,0.3846,0.3704,0.8077,0.7778,2.96,1.3,0.89,1.77,1.34,1,1.36,4.52,0,0.63,0.64,6.77,9.58,0.92,28.31,0.72,0.82,22.09,3.32,0.19,0.66,0.1,0.02,0.12,1
229,26,37,27,26,3,3,4,16,8.8077,8.8077,8.4815,1.0385,1.4231,1.0385,0.1111,0.1154,1,0.1154,0.1538,0.1481,0.6154,0.5926,3.08,1.27,0.96,1.84,1.33,1,1.57,4.87,0.1121,0.59,0.49,5.28,7.47,0.87,18.15,0.6,0.62,14.77,2.72,0.18,0.63,0.07,0.03,0.1,1
73,13,10,11,13,0,0,1,4,5.6154,5.6154,6.6364,0.8462,0.7692,0.8462,0,0,1,0,0.0769,0.0909,0.3077,0.3636,2,0.83,0.42,2,1.3,1,1.61,5.23,0,0.64,0.75,4.55,6.44,0.93,28.24,0.77,1,9,2.12,0.19,0.74,0.09,0.02,0.11,1
105,9,10,10,9,1,1,2,4,11.6667,11.6667,10.5,1.1111,1.1111,1.1111,0.1,0.1111,1,0.1111,0.2222,0.2,0.4444,0.4,4.11,1.89,0.89,1.97,1.18,1,1.52,4.34,0,0.61,0.44,3.17,4.49,0.82,11.4,0.5,0.39,2.72,1.17,0.11,0.51,0.09,0,0.09,1
153,16,24,22,16,5,4,2,12,9.5625,9.5625,6.9545,1.375,1.5,1.375,0.2273,0.3125,1,0.25,0.125,0.0909,0.75,0.5455,3.38,1.75,0.69,1.63,1.43,1,1.44,4.32,0.0211,0.56,0.63,5.57,7.87,0.91,24.1,0.71,0.74,14.81,2.72,0.23,0.68,0.08,0,0.08,1
43,6,6,6,6,0,0,1,2,7.1667,7.1667,7.1667,1,1,1,0,0,1,0,0.1667,0.1667,0.3333,0.3333,2.33,1,1,1.57,1.33,1,1.77,5.15,0.0256,0.58,0.84,3.88,5.49,0.95,34.58,0.92,1,6,1.73,0.24,0.94,0.08,0,0.08,1
123,10,20,16,10,5,4,1,17,12.3,12.3,7.6875,1.6,2,1.6,0.3125,0.5,1,0.4,0.1,0.0625,1.7,1.0625,4.3,2.1,1.2,1.77,1.62,1,1.65,4.81,0.178,0.57,0.67,5.31,7.51,0.92,25.47,0.79,0.86,16.41,2.86,0.27,0.69,0.1,0.04,0.14,1
84,4,9,8,4,3,1,5,13,21,21,10.5,2,2.25,2,0.375,0.75,1,0.25,1.25,0.625,3.25,1.625,6.25,2.75,2.5,2.12,1.36,1,1.46,4.59,0,0.55,0.54,3.47,4.91,0.86,13.66,0.74,0.62,4.92,1.57,0.17,0.77,0.04,0.02,0.07,1
93,8,15,11,8,2,2,3,9,11.625,11.625,8.4545,1.375,1.875,1.375,0.1818,0.25,1,0.25,0.375,0.2727,1.125,0.8182,3,1.5,1,2,1.83,1,1.73,5.39,0.0238,0.65,0.77,5.34,7.55,0.94,34.76,0.84,0.81,13.76,2.62,0.27,0.85,0.06,0.03,0.1,1
139,15,23,21,16,5,5,4,9,9.2667,8.6875,6.619,1.4,1.4375,1.3125,0.2381,0.3125,1.0667,0.3125,0.25,0.1905,0.5625,0.4286,3,1.53,0.87,1.71,1.48,1,1.52,4.61,0,0.58,0.6,5.04,7.12,0.9,21,0.69,0.67,12,2.45,0.22,0.67,0.04,0.02,0.06,1
199,18,31,24,18,7,5,6,15,11.0556,11.0556,8.2917,1.3333,1.7222,1.3333,0.2917,0.3889,1,0.2778,0.3333,0.25,0.8333,0.625,3.88,1.88,1.24,1.89,1.63,1,1.45,4.72,0,0.58,0.57,5.66,8.01,0.89,21.5,0.63,0.64,14.69,2.71,0.2,0.62,0.08,0.01,0.09,1
281,29,42,39,29,10,10,8,31,9.6897,9.6897,7.2051,1.3448,1.4483,1.3448,0.2564,0.3448,1,0.3448,0.2759,0.2051,1.069,0.7949,3.21,1.55,1.07,1.7,1.42,1,1.62,4.8,0,0.58,0.56,6.74,9.54,0.9,24.3,0.64,0.71,25.41,3.56,0.22,0.58,0.07,0.02,0.08,1
251,24,47,35,26,11,10,7,20,10.4583,9.6538,7.1714,1.4583,1.8077,1.3462,0.3143,0.4231,1.0833,0.3846,0.2692,0.2,0.7692,0.5714,4.08,2.13,0.79,1.56,1.49,1,1.55,4.98,0.0087,0.6,0.58,6.51,9.21,0.9,24.21,0.69,0.74,27.38,3.7,0.24,0.67,0.07,0.01,0.08,1
47,6,7,6,6,1,1,2,4,7.8333,7.8333,7.8333,1,1.1667,1,0.1667,0.1667,1,0.1667,0.3333,0.3333,0.6667,0.6667,2.33,1.17,0.5,1.86,1.43,1,1.79,4.95,0,0.64,0.85,4.13,5.83,0.96,39.92,0.8,0.75,4.5,1.5,0.2,0.8,0.07,0,0.07,1
111,9,17,16,10,5,4,3,17,12.3333,11.1,6.9375,1.7778,1.7,1.6,0.3125,0.5,1.1111,0.4,0.3,0.1875,1.7,1.0625,4,1.89,1.44,1.97,1.18,1,1.43,4.17,0.0594,0.56,0.6,4.52,6.4,0.89,19.11,0.7,0.69,7.56,1.94,0.17,0.67,0.06,0.02,0.08,1
121,13,17,14,13,1,1,3,9,9.3077,9.3077,8.6429,1.0769,1.3077,1.0769,0.0714,0.0769,1,0.0769,0.2308,0.2143,0.6923,0.6429,2.62,1.31,0.77,2.24,1.47,1,1.52,4.55,0.0727,0.58,0.63,4.89,6.91,0.9,21.48,0.73,0.75,11.25,2.37,0.21,0.7,0.07,0.01,0.09,1
262,30,43,36,30,10,10,4,30,8.7333,8.7333,7.2778,1.2,1.4333,1.2,0.2778,0.3333,1,0.3333,0.1333,0.1111,1,0.8333,3.2,1.43,0.9,1.66,1.49,1,1.25,4.22,0,0.52,0.46,5.29,7.48,0.86,17.43,0.57,0.68,19.12,3.09,0.21,0.52,0.08,0.04,0.12,1
236,22,33,29,22,7,6,10,32,10.7273,10.7273,8.1379,1.3182,1.5,1.3182,0.2414,0.3182,1,0.2727,0.4545,0.3448,1.4545,1.1034,3.55,1.73,0.82,1.92,1.08,1,1.47,4.91,0.0372,0.73,0.48,5.2,7.36,0.87,17.61,0.57,0.5,9.5,2.18,0.11,0.59,0.06,0.01,0.07,1
305,32,47,38,31,7,6,7,36,9.5312,9.8387,8.0263,1.1875,1.5161,1.2258,0.1842,0.2258,0.9688,0.1935,0.2258,0.1842,1.1613,0.9474,3.55,1.55,1.03,1.82,1.48,1,1.44,4.47,0.0331,0.61,0.57,7.09,10.02,0.9,25.58,0.7,0.67,26.67,3.65,0.22,0.71,0.1,0,0.1,1
258,27,51,34,27,11,11,9,18,9.5556,9.5556,7.5882,1.2593,1.8889,1.2593,0.3235,0.4074,1,0.4074,0.3333,0.2647,0.6667,0.5294,2.85,1.81,0.59,1.68,1.55,1,1.31,4.24,0.0215,0.57,0.54,6.18,8.74,0.89,21.95,0.66,0.63,19.61,3.13,0.21,0.72,0.11,0.01,0.12,1
70,7,7,7,7,0,0,4,8,10,10,10,1,1,1,0,0,1,0,0.5714,0.5714,1.1429,1.1429,2.86,1.57,1.14,2.05,1,1,1.42,4.76,0.0645,0.57,0.69,4.06,5.74,0.91,20.78,0.82,0.88,6.12,1.75,0.17,0.83,0.17,0,0.17,1
124,13,19,15,13,2,2,3,12,9.5385,9.5385,8.2667,1.1538,1.4615,1.1538,0.1333,0.1538,1,0.1538,0.2308,0.2,0.9231,0.8,3.15,1.15,0.77,1.93,1.73,1,1.56,4.7,0,0.57,0.65,5.17,7.31,0.91,23.65,0.78,0.76,12.19,2.47,0.22,0.77,0.04,0.01,0.06,1
238,24,32,29,23,7,7,8,20,9.9167,10.3478,8.2069,1.2083,1.3913,1.2609,0.2414,0.3043,0.9583,0.3043,0.3478,0.2759,0.8696,0.6897,2.71,1.5,0.67,2.2,1.56,1,1.45,4.51,0,0.6,0.5,5.41,7.65,0.87,18.54,0.58,0.53,13.3,2.58,0.17,0.57,0.07,0.01,0.08,1
88,9,11,10,9,1,1,3,10,9.7778,9.7778,8.8,1.1111,1.2222,1.1111,0.1,0.1111,1,0.1111,0.3333,0.3,1.1111,1,3.67,1.33,1.11,1.67,1.42,1,1.64,5.15,0.0125,0.62,0.68,4.52,6.4,0.91,22.73,0.8,0.86,10.29,2.27,0.22,0.75,0.07,0.02,0.09,1
107,9,13,12,9,3,3,4,8,11.8889,11.8889,8.9167,1.3333,1.4444,1.3333,0.25,0.3333,1,0.3333,0.4444,0.3333,0.8889,0.6667,4,1.67,1,1.81,1.27,1,1.56,4.51,0.2,0.64,0.68,4.99,7.06,0.92,24.8,0.81,0.83,12.5,2.5,0.22,0.78,0.09,0.04,0.13,1
198,19,29,26,21,3,2,4,24,10.4211,9.4286,7.6154,1.3684,1.381,1.2381,0.1154,0.1429,1.1053,0.0952,0.1905,0.1538,1.1429,0.9231,4.11,1.72,1.22,1.64,1.68,1,1.44,4.5,0,0.6,0.56,5.6,7.92,0.89,21.03,0.67,0.66,17.78,2.98,0.22,0.65,0.08,0.02,0.1,1
108,15,11,13,14,0,0,2,10,7.2,7.7143,8.3077,0.8667,0.7857,0.9286,0,0,0.9333,0,0.1429,0.1538,0.7143,0.7692,2.2,1,0.6,2.09,1.13,1,1.53,4.57,0,0.54,0.66,4.83,6.83,0.91,22.7,0.74,0.69,6.23,1.77,0.16,0.68,0.16,0.03,0.19,1
57,8,9,7,8,0,0,1,3,7.125,7.125,8.1429,0.875,1.125,0.875,0,0,1,0,0.125,0.1429,0.375,0.4286,2.25,1.5,0.38,1.94,1.42,1,1.45,4.47,0,0.56,0.79,4.21,5.96,0.94,30.03,0.91,0.83,4.17,1.44,0.16,0.9,0.12,0.03,0.16,1
54,6,6,6,6,0,0,2,5,9,9,9,1,1,1,0,0,1,0,0.3333,0.3333,0.8333,0.8333,2.5,0.83,1.33,1.67,1.4,1,1.45,4.4,0,0.69,0.7,3.66,5.17,0.91,19.67,0.78,0.57,2.29,1.07,0.11,0.83,0.11,0.03,0.14,1
79,7,11,10,6,4,1,4,8,11.2857,13.1667,7.9,1.4286,1.8333,1.6667,0.4,0.6667,0.8571,0.1667,0.6667,0.4,1.3333,0.8,3.71,1.86,0.43,2,1.15,1.33,1.53,4.61,0.1081,0.59,0.68,4.3,6.08,0.91,21.79,0.77,0.67,5.33,1.63,0.17,0.77,0.15,0.02,0.17,1
388,24,55,42,25,16,12,9,41,16.1667,15.52,9.2381,1.75,2.2,1.68,0.381,0.64,1.0417,0.48,0.36,0.2143,1.64,0.9762,5.78,2.7,1.7,1.74,1.61,1,1.57,4.63,0.0229,0.51,0.5,7.02,9.92,0.88,22.47,0.68,0.72,30.82,3.93,0.22,0.7,0.1,0.03,0.12,1
211,24,29,27,24,3,3,7,17,8.7917,8.7917,7.8148,1.125,1.2083,1.125,0.1111,0.125,1,0.125,0.2917,0.2593,0.7083,0.6296,2.79,1.17,1.08,1.82,1.54,1,1.45,4.51,0.0054,0.56,0.6,6.13,8.67,0.9,24.13,0.76,0.84,21.81,3.3,0.22,0.71,0.14,0,0.14,1
195,22,31,25,22,4,3,5,24,8.8636,8.8636,7.8,1.1364,1.4091,1.1364,0.16,0.1818,1,0.1364,0.2273,0.2,1.0909,0.96,3.81,1.48,1,1.74,1.29,1,1.69,4.94,0.0169,0.65,0.56,5.59,7.91,0.89,21.13,0.62,0.55,11.61,2.41,0.16,0.66,0.09,0,0.09,1
67,7,10,9,7,2,2,4,6,9.5714,9.5714,7.4444,1.2857,1.4286,1.2857,0.2222,0.2857,1,0.2857,0.5714,0.4444,0.8571,0.6667,2.13,1.25,0.75,2.65,1.5,1,1.51,4.7,0.2131,0.67,0.75,4.32,6.11,0.93,26.23,0.84,0.64,5.79,1.7,0.2,0.92,0.09,0.02,0.11,1
181,20,29,24,20,5,5,4,21,9.05,9.05,7.5417,1.2,1.45,1.2,0.2083,0.25,1,0.25,0.2,0.1667,1.05,0.875,3.2,1.45,0.8,1.83,1.31,1,1.26,4.11,0.0299,0.58,0.58,5.48,7.75,0.89,21.35,0.71,0.69,15.12,2.75,0.21,0.7,0.08,0.04,0.11,1
248,27,44,33,26,8,8,5,18,9.1852,9.5385,7.5152,1.2222,1.6923,1.2692,0.2424,0.3077,0.963,0.3077,0.1923,0.1515,0.6923,0.5455,3.11,1.56,0.63,1.73,1.67,1,1.43,4.34,0.0142,0.6,0.56,6.29,8.89,0.9,23.09,0.65,0.61,18.37,3.03,0.2,0.66,0.07,0,0.07,1
44,5,7,6,5,1,1,1,8,8.8,8.8,7.3333,1.2,1.4,1.2,0.1667,0.2,1,0.2,0.2,0.1667,1.6,1.3333,2.6,1.4,0.8,2.38,1.14,1,1.64,5.07,0,0.61,0.8,3.73,5.28,0.94,27.18,0.93,1,5,1.58,0.19,0.94,0.15,0,0.15,1
